,count,unique,top,freq,mean,std,min,25%,50%,75%,max
AL_32,252.0,,,,9165506573614608.0,1.225505473542822e+16,0.006721123,5094784395.75,4540840000000000.0,1.2968325e+16,7.16568e+16
AL_33,252.0,,,,501040873015877.75,3119207151428889.5,0.0,0.0,10.0,10.0,3.16241e+16
AL_34,252.0,,,,6614380968222689.0,9961611896073950.0,8.55346e-13,854879282.9000001,2041900000000000.0,9172032500000000.0,6.06652e+16
AL_35,252.0,,,,511603857142862.4,3730837802637410.5,0.0,0.0,10.0,10.0,4.36271e+16
AL_36,252.0,,,,8641406639754861.0,1.035356456340975e+16,0.0,191519250000.0,5293895000000000.0,1.1771075e+16,5.40374e+16
AL_37,252.0,,,,440447726190481.56,2765589326769067.5,0.0,0.0,10.0,10.0,2.76929e+16
AL_38,252.0,,,,8269631384572483.0,1.1741541836021296e+16,1.90233e-13,1730645346.5,3453055000000000.0,1.183315e+16,6.44173e+16
AL_39,1514.0,,,,8084550858657.715,244976855926607.25,0.0,0.0,10.0,10.0,8947610000000000.0
AL_40,1514.0,,,,7388877352043095.0,1.1293381972708046e+16,3.37046e-16,4489360627.0,2376710000000000.0,1.0146025e+16,7.27642e+16
AL_41,1514.0,,,,9.88110964332893,1.0842255760075976,0.0,10.0,10.0,10.0,10.0
AL_42,1514.0,,,,4.986789960369881,5.001634617086069,0.0,0.0,0.0,10.0,10.0
AL_43,1514.0,,,,7525655789835095.0,1.1705118052909466e+16,3.44896e-18,1906363751.5,1941610000000000.0,1.0573975e+16,7.45017e+16
AL_44,1514.0,,,,9.894319682959049,1.0229007485368278,0.0,10.0,10.0,10.0,10.0
AL_45,1514.0,,,,519030370475566.0,3200050345637826.5,0.0,0.0,10.0,10.0,4.81434e+16
AL_46,1514.0,,,,6814595174769579.0,1.0950878483485784e+16,1.8067000000000003e-25,387634823.27500004,1345615000000000.0,8820622500000000.0,7.47248e+16
AL_47,1514.0,,,,25567608982836.754,841425800085976.9,0.0,10.0,10.0,10.0,3.20626e+16
AL_48,1514.0,,,,109953738441220.3,1637672065720546.0,0.0,0.0,10.0,10.0,4.77051e+16
AL_49,1514.0,,,,6495820728481654.0,1.0892824131093298e+16,1.1420499999999999e-27,296236197.475,603533500000000.0,8446390000000000.0,6.80288e+16
AL_50,1514.0,,,,3615521796573.6196,140680505977975.6,0.0,10.0,10.0,10.0,5473900000000000.0
AL_51,1514.0,,,,64825799207402.586,1203349104185703.5,0.0,0.0,10.0,10.0,4.03558e+16
AL_52,1514.0,,,,6510609584254944.0,1.084920805880323e+16,2.86861e-15,439369853.8,649701500000000.0,8991945000000000.0,7.39879e+16
AL_53,1514.0,,,,29056208718634.26,703393248142608.2,0.0,10.0,10.0,10.0,2.49823e+16
AL_54,1514.0,,,,4.986789960369881,5.0016346170860695,0.0,0.0,0.0,10.0,10.0
AL_55,1514.0,,,,7437197296382267.0,1.1243218263007498e+16,4.27597e-09,23052369282.75,2092765000000000.0,1.03456e+16,7.62803e+16
AL_56,1514.0,,,,9.062087186261559,2.916344510460926,0.0,10.0,10.0,10.0,10.0
AL_57,1514.0,,,,173560107001326.0,1797578047470929.2,0.0,0.0,10.0,10.0,3.84684e+16
AL_58,1514.0,,,,7351972521281420.0,1.1668004840033294e+16,1.32643e-17,654438363.15,1632960000000000.0,9567712500000000.0,6.68484e+16
AL_59,1514.0,,,,9.484808454425364,2.2112717604836245,0.0,10.0,10.0,10.0,10.0
AL_60,1514.0,,,,63058328269489.92,1312245270934041.8,0.0,0.0,10.0,10.0,3.99262e+16
AL_61,1514.0,,,,6886766311529249.0,1.106688302573841e+16,6.01258e-20,407588848.75,969845500000000.0,9510977500000000.0,7.36748e+16
AL_62,1514.0,,,,27594498018503.793,976793982804328.0,0.0,10.0,10.0,10.0,3.78012e+16
AL_63,1514.0,,,,20200759577284.055,447031095888595.8,0.0,0.0,10.0,10.0,1.33504e+16
AL_64,1514.0,,,,7871079833411584.0,1.1850985509661652e+16,1.36819e-22,3206483168.5,2921750000000000.0,1.10139e+16,7.63108e+16
AL_65,1514.0,,,,2289894319692.0874,89100138141917.64,0.0,10.0,10.0,10.0,3466900000000000.0
AL_66,1514.0,,,,332183137318366.7,2756352585847092.5,0.0,0.0,10.0,10.0,5.43579e+16
AL_67,1514.0,,,,6378250393483315.0,1.0763331124599522e+16,2.4939499999999998e-22,244619999.625,476284000000000.0,8078622500000000.0,7.80614e+16
AL_68,1514.0,,,,23827014531051.742,651584806831714.5,0.0,10.0,10.0,10.0,2.34205e+16
AL_69,1514.0,,,,119638770805817.4,1598672350406049.8,0.0,0.0,10.0,10.0,4.28757e+16
AL_70,1514.0,,,,6852459835489402.0,1.1649420852885524e+16,4.34572e-13,414345677.275,643631500000000.0,8603105000000000.0,7.68143e+16
AL_71,1514.0,,,,66112077278740.805,1666717845336767.8,0.0,10.0,10.0,10.0,4.98621e+16
AL_72,1514.0,,,,5.231175693527081,4.996303227390236,0.0,0.0,10.0,10.0,10.0
AL_73,1514.0,,,,7878059078356822.0,1.1857685508033366e+16,1.53975e-11,34882492983.5,2635265000000000.0,1.12951e+16,7.69793e+16
AL_74,1514.0,,,,9.42536327608983,2.3280334240289595,0.0,10.0,10.0,10.0,10.0
AL_75,1197.0,,,,5132197159570.635,177562154972645.0,0.0,0.0,10.0,10.0,6143240000000000.0
AL_76,1197.0,,,,7128399500104321.0,1.0795348162724834e+16,9.77979e-15,9034273657.0,1919010000000000.0,1.00048e+16,5.95351e+16
AL_77,1197.0,,,,7.60233918128655,4.271190869855007,0.0,10.0,10.0,10.0,10.0
AL_78,1197.0,,,,5.321637426900585,4.991729748139845,0.0,0.0,10.0,10.0,10.0
AL_79,1197.0,,,,7500092667044923.0,1.1190780588955832e+16,0.018342,55017098265.0,2597140000000000.0,1.07747e+16,6.84308e+16
AL_80,1197.0,,,,10.0,0.0,10.0,10.0,10.0,10.0,10.0
AL_81,1197.0,,,,11776390977448.79,289246716736451.1,0.0,0.0,10.0,10.0,7709360000000000.0
AL_82,1197.0,,,,7240031718537502.0,1.1181701058197144e+16,7.528640000000001e-23,28342088477.0,1515790000000000.0,1.05876e+16,6.45673e+16
AL_83,1197.0,,,,7.47702589807853,4.345125494394582,0.0,0.0,10.0,10.0,10.0
AL_84,1197.0,,,,64673860484549.91,1362479359715135.5,0.0,0.0,10.0,10.0,4.41476e+16
AL_85,1197.0,,,,6254099350299799.0,1.076791338528463e+16,8.3460799999999995e-22,1078150128.0,587714000000000.0,8336350000000000.0,7.78021e+16
AL_86,1197.0,,,,5.697577276524645,4.953168893281299,0.0,0.0,10.0,10.0,10.0
AL_87,1197.0,,,,2364352548042.1387,81801131268309.78,0.0,0.0,10.0,10.0,2830130000000000.0
AL_88,1197.0,,,,6829733766325983.0,1.0747030326690012e+16,3.62903e-10,35264676322.0,1886240000000000.0,9531230000000000.0,7.12473e+16
AL_89,1197.0,,,,8.788638262322474,3.264218381037539,0.0,10.0,10.0,10.0,10.0
AL_90,1197.0,,,,39565346700088.99,1141552038591990.2,0.0,0.0,10.0,10.0,3.84947e+16
AL_91,1197.0,,,,7540202086837329.0,1.0976463761470318e+16,3.63977e-16,30088705691.0,2857110000000000.0,1.15324e+16,5.94577e+16
AL_92,1197.0,,,,7.184628237259816,4.49936795631628,0.0,0.0,10.0,10.0,10.0
AL_93,1197.0,,,,5.213032581453634,4.9975476169537565,0.0,0.0,10.0,10.0,10.0
AL_94,1197.0,,,,8863355083213649.0,1.1883973160708504e+16,0.10512,200252000000.0,4588460000000000.0,1.29859e+16,7.55353e+16
AL_95,1197.0,,,,9.557226399331663,2.0579664102028556,0.0,10.0,10.0,10.0,10.0
CAT_2,1197,7,AllofUs_EUR,439,,,,,,,
AL_96,1197.0,,,,251557790643279.56,2616273679519896.0,0.0,0.0,0.0,10.0,4.00341e+16
AL_97,1197.0,,,,7234983956573430.0,1.163246024227201e+16,1.14325e-18,775831932.3,1382110000000000.0,1.01424e+16,7.58817e+16
AL_98,1197.0,,,,47136503759404.14,1000857158794205.4,0.0,0.0,10.0,10.0,2.61018e+16
CAT_3,2572,5,G/G,748,,,,,,,
CAT_4,2572,5,G/G,747,,,,,,,
EK_1,2572.0,,,,1.05987849668857e+16,1.5485060843796136e+16,617.0,4901220000000000.0,5408700000000000.0,5780892500000000.0,6.1632e+16
EK_2,2572.0,,,,9383307610691118.0,1.5413631162265372e+16,-5.50666e+16,4249570000000000.0,5211620000000000.0,5822460000000000.0,6.15017e+16
EK_3,1601.0,,,,1.110638377145534e+16,1.7121758656525546e+16,-7.38294e+16,3229110000000000.0,4614620000000000.0,2.46273e+16,7.01042e+16
AL_99,1486.0,,,,5.020188425302826,5.001642447222633,0.0,0.0,10.0,10.0,10.0
AL_100,1486.0,,,,7782992946905920.0,1.187526491103922e+16,3.13384e-16,14432369662.75,2693285000000000.0,1.06113e+16,7.62495e+16
AL_101,1486.0,,,,10.0,0.0,10.0,10.0,10.0,10.0,10.0
AL_102,1486.0,,,,5.329744279946164,4.990794576713591,0.0,0.0,10.0,10.0,10.0
AL_103,1486.0,,,,7307319418834856.0,1.1705674004991728e+16,0.0054747,23061378102.25,1880555000000000.0,9830017500000000.0,7.74864e+16
AL_104,1486.0,,,,10.0,0.0,10.0,10.0,10.0,10.0,10.0
AL_105,1486.0,,,,425645500000004.94,3452812783972759.0,0.0,0.0,10.0,10.0,4.93039e+16
AL_106,1486.0,,,,6485211055545406.0,1.129005662355625e+16,1.17092e-17,267020242.475,282491000000.0,8286657500000000.0,7.02528e+16
AL_107,1486.0,,,,10.0,0.0,10.0,10.0,10.0,10.0,10.0
AL_108,1486.0,,,,33667288021539.5,680951728511011.9,0.0,0.0,10.0,10.0,2.11983e+16
AL_109,1486.0,,,,6709982685616613.0,1.1463662628254832e+16,3.87824e-20,3757619008.0,961926500000000.0,8315635000000000.0,7.57455e+16
AL_110,1486.0,,,,10.0,0.0,10.0,10.0,10.0,10.0,10.0
AL_111,1486.0,,,,5.363391655450875,4.988455933119091,0.0,0.0,10.0,10.0,10.0
AL_112,1486.0,,,,7566250719489601.0,1.14927344940699e+16,0.0001026,23365218420.25,1991285000000000.0,1.0942525e+16,7.80952e+16
AL_113,1486.0,,,,10.0,0.0,10.0,10.0,10.0,10.0,10.0
AL_114,1486.0,,,,24585269851956.695,728712950942385.6,0.0,0.0,10.0,10.0,2.65922e+16
AL_115,1486.0,,,,6956192826676636.0,1.1777218651046122e+16,6.3831e-08,21291628130.5,867135500000000.0,8741100000000000.0,7.59852e+16
AL_116,1486.0,,,,10.0,0.0,10.0,10.0,10.0,10.0,10.0
AL_117,1486.0,,,,6881480484527.295,206597664856446.47,0.0,0.0,10.0,10.0,7476170000000000.0
AL_118,1486.0,,,,6645069415219842.0,1.0846449835364014e+16,7.81515e-20,8209786517.0,1111120000000000.0,9080172500000000.0,7.42892e+16
AL_119,1486.0,,,,10.0,0.0,10.0,10.0,10.0,10.0,10.0
AL_120,1486.0,,,,5.181695827725437,4.99837967863527,0.0,0.0,10.0,10.0,10.0
AL_121,1486.0,,,,6831281487215721.0,1.0600137071329758e+16,0.000587608,17494317451.5,1794955000000000.0,9771832500000000.0,7.1352e+16
AL_122,1486.0,,,,10.0,0.0,10.0,10.0,10.0,10.0,10.0
AL_123,1486.0,,,,229302310901754.84,2310417769854999.0,0.0,0.0,10.0,10.0,4.45341e+16
AL_124,1486.0,,,,6866448254740089.0,1.0474986389432094e+16,1.4727e-20,9721300989.5,1762375000000000.0,9821522500000000.0,7.12643e+16
AL_125,1486.0,,,,10.0,0.0,10.0,10.0,10.0,10.0,10.0
AL_126,1486.0,,,,54983560094218.05,1278815332279466.5,0.0,0.0,10.0,10.0,4.6239e+16
AL_127,1486.0,,,,6843564816742623.0,1.0522537736071048e+16,7.616710000000001e-19,11856164612.5,1586635000000000.0,9548120000000000.0,6.24971e+16
AL_128,1486.0,,,,10.0,0.0,10.0,10.0,10.0,10.0,10.0
AL_129,1486.0,,,,568475951547783.9,3615020578979809.5,0.0,0.0,10.0,10.0,4.57712e+16
AL_130,1486.0,,,,6951416353447189.0,1.1074457214442694e+16,4.2125600000000003e-19,5891257164.5,1174550000000000.0,9287580000000000.0,7.6807e+16
AL_131,1486.0,,,,10.0,0.0,10.0,10.0,10.0,10.0,10.0
AL_132,1486.0,,,,18644952893679.57,718738146234981.2,0.0,0.0,10.0,10.0,2.77064e+16
AL_133,1486.0,,,,6981618220739933.0,1.08150418009346e+16,0.001044,16953479787.5,1509440000000000.0,1.0176e+16,7.677e+16
AL_134,1486.0,,,,10.0,0.0,10.0,10.0,10.0,10.0,10.0
AL_135,1486.0,,,,5.5518169582772545,4.9711294500918815,0.0,0.0,10.0,10.0,10.0
AL_136,1486.0,,,,6975083152034680.0,1.1232954740930118e+16,5.11851e-32,8968225278.25,1454035000000000.0,9178215000000000.0,7.65787e+16
AL_137,1486.0,,,,10.0,0.0,10.0,10.0,10.0,10.0,10.0
AL_138,1486.0,,,,5.1547779273216685,4.999286216843685,0.0,0.0,10.0,10.0,10.0
AL_139,1486.0,,,,7324877545853361.0,1.15839361761154e+16,1.54884e-10,7820520683.5,1822125000000000.0,9945095000000000.0,7.78445e+16
AL_140,1486.0,,,,10.0,0.0,10.0,10.0,10.0,10.0,10.0
AL_141,1486.0,,,,52279321668915.016,1556316072246589.2,0.0,0.0,10.0,10.0,5.90568e+16
AL_142,1486.0,,,,7186158441347265.0,1.1626503403127252e+16,1.41628e-26,5308379009.0,1155010000000000.0,1.0001235e+16,7.67222e+16
AL_143,1486.0,,,,10.0,0.0,10.0,10.0,10.0,10.0,10.0
AL_144,1486.0,,,,5.370121130551817,4.9879608174714685,0.0,0.0,10.0,10.0,10.0
AL_145,1486.0,,,,7364426098149842.0,1.139813699564424e+16,4.34174e-11,24060742978.5,1783270000000000.0,1.0484975e+16,6.76522e+16
AL_146,1486.0,,,,10.0,0.0,10.0,10.0,10.0,10.0,10.0
AL_147,1486.0,,,,27834360699870.652,542386732114611.94,0.0,0.0,10.0,10.0,1.69597e+16
AL_148,1486.0,,,,7352590999375534.0,1.1495824978821446e+16,4.77434e-11,9132275211.25,2070775000000000.0,1.00153525e+16,7.78976e+16
AL_149,1486.0,,,,10.0,0.0,10.0,10.0,10.0,10.0,10.0
AL_150,1486.0,,,,84298317631229.98,1221596396657778.2,0.0,0.0,10.0,10.0,2.97914e+16
AL_151,1486.0,,,,7635983613931749.0,1.1643624930219106e+16,9.197340000000001e-24,10970551524.25,2233410000000000.0,1.0571925e+16,7.31518e+16
AL_152,1486.0,,,,10.0,0.0,10.0,10.0,10.0,10.0,10.0
AL_153,1486.0,,,,5.1278600269179,5.000047581920774,0.0,0.0,10.0,10.0,10.0
AL_154,1486.0,,,,6502651610568439.0,1.0683964365980788e+16,4.90352e-13,6205161266.5,798946000000000.0,8514205000000000.0,7.40702e+16
AL_155,1486.0,,,,10.0,0.0,10.0,10.0,10.0,10.0,10.0
AL_156,1486.0,,,,18385489905792.523,477104319208929.56,0.0,0.0,10.0,10.0,1.48402e+16
AL_157,1486.0,,,,7341973431665037.0,1.1680561385761326e+16,2.18461e-16,9758627191.75,1887025000000000.0,9749645000000000.0,7.54672e+16
AL_158,1486.0,,,,10.0,0.0,10.0,10.0,10.0,10.0,10.0
AL_159,1486.0,,,,27886009421270.19,767123951005893.5,0.0,0.0,10.0,10.0,2.78385e+16
AL_160,1486.0,,,,7133000689220303.0,1.1268240886386762e+16,2.69177e-11,11650687007.0,1574565000000000.0,1.0056575e+16,7.78616e+16
AL_161,1486.0,,,,10.0,0.0,10.0,10.0,10.0,10.0,10.0
AL_162,1486.0,,,,50594831763127.55,1319121614722751.2,0.0,0.0,10.0,10.0,4.56014e+16
AL_163,1486.0,,,,6790589495665807.0,1.097564582720904e+16,1.61062e-22,10940712080.5,1465735000000000.0,9433127500000000.0,7.75796e+16
AL_164,1486.0,,,,10.0,0.0,10.0,10.0,10.0,10.0,10.0
AL_165,1486.0,,,,3644828398390.141,124078689064861.88,0.0,0.0,10.0,10.0,4734730000000000.0
AL_166,1486.0,,,,7180004336047905.0,1.1455801340096388e+16,1.47979e-12,15806064290.75,1509855000000000.0,1.0027645e+16,7.29447e+16
AL_167,1486.0,,,,10.0,0.0,10.0,10.0,10.0,10.0,10.0
AL_168,1486.0,,,,66706076716021.26,1158307181510241.8,0.0,0.0,10.0,10.0,3.96603e+16
AL_169,1486.0,,,,6920054275765872.0,1.091598963015254e+16,3.48908e-19,6023957675.25,1626475000000000.0,9501900000000000.0,7.58286e+16
AL_170,1486.0,,,,10.0,0.0,10.0,10.0,10.0,10.0,10.0
AL_171,1486.0,,,,30306951547784.43,992737264090147.8,0.0,0.0,10.0,10.0,3.75305e+16
AL_172,1486.0,,,,6950800701761404.0,1.1119942288188336e+16,5.7140300000000006e-18,9022380041.5,1095955000000000.0,9506572500000000.0,7.24239e+16
AL_173,1486.0,,,,10.0,0.0,10.0,10.0,10.0,10.0,10.0
AL_174,1486.0,,,,89998236877528.75,1430317696232817.5,0.0,0.0,10.0,10.0,4.26082e+16
AL_175,1486.0,,,,6732765147929425.0,1.0943663741589134e+16,8.637170000000001e-26,8502418239.25,1836245000000000.0,9030992500000000.0,7.77017e+16
AL_176,1486.0,,,,10.0,0.0,10.0,10.0,10.0,10.0,10.0
AL_177,1486.0,,,,5.03364737550471,5.0015699643780716,0.0,0.0,10.0,10.0,10.0
AL_178,1486.0,,,,7070232636035681.0,1.1191775836144036e+16,4.28842e-13,17318707173.5,1665135000000000.0,9584467500000000.0,7.71669e+16
AL_179,1486.0,,,,10.0,0.0,10.0,10.0,10.0,10.0,10.0
AL_180,1486.0,,,,5976581426653.978,170722627958312.25,0.0,0.0,10.0,10.0,5836550000000000.0
AL_181,1486.0,,,,7447360881311547.0,1.1749533222978312e+16,9.72039e-12,12244323975.5,2091600000000000.0,9557542500000000.0,7.79636e+16
AL_182,1486.0,,,,10.0,0.0,10.0,10.0,10.0,10.0,10.0
AL_183,985.0,,,,5.482233502538071,4.979218916924313,0.0,0.0,10.0,10.0,10.0
AL_184,985.0,,,,7185288492666915.0,1.073113941259862e+16,340.020396,69032530953.0,2549770000000000.0,1.08992e+16,7.19468e+16
AL_185,985.0,,,,2646900.0,0.0,2646900.0,2646900.0,2646900.0,2646900.0,2646900.0
CAT_5,2572,5,G/G,748,,,,,,,
AL_186,2012.0,,,,9147053030397114.0,1.2060752530458256e+16,4.3886e-06,144509750000.0,4717075000000000.0,1.3266e+16,7.52e+16
AL_187,1041.0,,,,5992004803079.251,166317159824306.62,0.0,0.0,10.0,10.0,5281120000000000.0
AL_188,1041.0,,,,8399710074501445.0,1.2486279109797458e+16,5.71747e-26,45241539268.0,2879340000000000.0,1.21734e+16,7.61776e+16
AL_189,1041.0,,,,112140186359275.03,1101195908246819.2,0.0,0.0,10.0,10.0,2.45985e+16
AL_190,1041.0,,,,7057714292280724.0,1.0422409320322328e+16,4.39022e-14,2743412554.0,2268450000000000.0,1.03319e+16,6.43324e+16
AL_191,1041.0,,,,10.0,0.0,10.0,10.0,10.0,10.0,10.0
AL_192,1041.0,,,,342758437079735.7,3048662435147111.0,0.0,0.0,0.0,10.0,4.60311e+16
AL_193,1041.0,,,,16804931796355.072,312335290305140.06,0.0,0.0,10.0,10.0,7378300000000000.0
AL_194,1041.0,,,,6932823697756150.0,1.0671501727145082e+16,1.02782e-28,2027941226.0,1923620000000000.0,9887560000000000.0,6.5482e+16
AL_195,1041.0,,,,10.0,0.0,10.0,10.0,10.0,10.0,10.0
AL_196,1041.0,,,,153280572526421.9,1929573720248781.8,0.0,0.0,10.0,10.0,4.61509e+16
AL_197,1041.0,,,,10.0,0.0,10.0,10.0,10.0,10.0,10.0
AL_198,1041.0,,,,394010080691647.44,2727813832662005.0,0.0,0.0,10.0,10.0,4.29144e+16
AL_199,1041.0,,,,6988304312158326.0,1.1206616751186532e+16,8.97324e-16,394075607.2,1805170000000000.0,9365210000000000.0,7.13906e+16
AL_200,1041.0,,,,9.990393852065322,0.3099378636868719,0.0,10.0,10.0,10.0,10.0
AL_201,1041.0,,,,1008942409221906.2,4417772307181603.0,0.0,0.0,10.0,10.0,4.59302e+16
AL_202,1041.0,,,,181652363112396.9,2338130108015884.0,0.0,0.0,10.0,10.0,4.66394e+16
AL_203,1041.0,,,,6919127620153071.0,1.1279139306121678e+16,5.44499e-16,585701884.1,1556690000000000.0,9280150000000000.0,6.19715e+16
AL_204,1041.0,,,,9.990393852065322,0.3099378636868719,0.0,10.0,10.0,10.0,10.0
AL_205,1041.0,,,,395397858789630.1,3065870626582601.5,0.0,0.0,10.0,10.0,4.79956e+16
AL_206,1041.0,,,,62488826128727.734,1132393217880323.8,0.0,0.0,10.0,10.0,2.48988e+16
AL_207,1041.0,,,,6713274287223078.0,1.1809463747994622e+16,6.70208e-15,388953324.0,355909000000000.0,8558560000000000.0,7.73569e+16
AL_208,1041.0,,,,10.0,0.0,10.0,10.0,10.0,10.0,10.0
AL_209,1041.0,,,,235123405379447.72,2491001845820011.0,0.0,0.0,10.0,10.0,4.48656e+16
AL_210,1041.0,,,,21428338136412.56,691375293147668.1,0.0,0.0,10.0,10.0,2.23069e+16
AL_211,1041.0,,,,6968106206971104.0,1.1036371378937888e+16,6.768840000000001e-24,21204759886.0,1427780000000000.0,1.02364e+16,7.57091e+16
AL_212,1041.0,,,,10.0,0.0,10.0,10.0,10.0,10.0,10.0
AL_213,1041.0,,,,12436762728150.893,284964780115945.4,0.0,0.0,0.0,10.0,7108160000000000.0
AL_214,752.0,,,,14878750000005.465,350936200212716.94,0.0,0.0,10.0,10.0,9471390000000000.0
AL_215,752.0,,,,1.0069526541237246e+16,1.1497288879954404e+16,21.04578,1567825000000000.0,6485790000000000.0,1.3535925e+16,7.75334e+16
AL_216,752.0,,,,9.986702127659575,0.3646624787447364,0.0,10.0,10.0,10.0,10.0
AL_217,752.0,,,,149011236702132.7,2337553629791282.0,0.0,0.0,10.0,10.0,4.90253e+16
AL_218,1041.0,,,,10812084534106.764,260142645961892.0,0.0,0.0,0.0,10.0,7519920000000000.0
AL_219,1041.0,,,,6757065244635219.0,1.100269019261851e+16,1.39087e-18,2720047698.0,1643870000000000.0,8541790000000000.0,6.93705e+16
AL_220,1041.0,,,,10.0,0.0,10.0,10.0,10.0,10.0,10.0
AL_221,1041.0,,,,106700739673396.11,1411120898432317.8,0.0,0.0,10.0,10.0,3.43013e+16
AL_222,1041.0,,,,24564582132570.035,462201852657725.25,0.0,0.0,10.0,10.0,9693860000000000.0
CAT_6,67,3,segdup,63,,,,,,,
AL_223,1041.0,,,,15642939481273.074,504712115363612.5,0.0,0.0,10.0,10.0,1.62843e+16
AL_224,1041.0,,,,7999347221386914.0,1.176704129807809e+16,0.005475384,81668214861.0,3116000000000000.0,1.14287e+16,7.73011e+16
AL_225,1041.0,,,,20377877041311.527,397830160223275.4,0.0,0.0,10.0,10.0,9775410000000000.0
AL_226,1041.0,,,,7167107929687097.0,1.0477272691504692e+16,9.702420000000001e-18,4437798231.0,3137540000000000.0,1.05838e+16,7.47203e+16
