panel,column,category,missing_count,missing_pct
MASTER,AL_57,AL,1417,48.34527465029
MASTER,AL_58,AL,1417,48.34527465029
MASTER,AL_59,AL,1417,48.34527465029
MASTER,AL_60,AL,1417,48.34527465029
MASTER,AL_61,AL,1417,48.34527465029
MASTER,AL_62,AL,1417,48.34527465029
MASTER,AL_63,AL,1417,48.34527465029
MASTER,AL_64,AL,1417,48.34527465029
MASTER,AL_65,AL,1417,48.34527465029
MASTER,AL_66,AL,1417,48.34527465029
MASTER,AL_67,AL,1417,48.34527465029
MASTER,AL_68,AL,1417,48.34527465029
MASTER,AL_69,AL,1417,48.34527465029
MASTER,AL_70,AL,1417,48.34527465029
MASTER,AL_71,AL,1417,48.34527465029
MASTER,AL_72,AL,1417,48.34527465029
MASTER,AL_73,AL,1417,48.34527465029
MASTER,AL_74,AL,1417,48.34527465029
MASTER,AL_75,AL,1734,59.16069600818833
MASTER,AL_76,AL,1734,59.16069600818833
MASTER,AL_77,AL,1734,59.16069600818833
MASTER,AL_78,AL,1734,59.16069600818833
MASTER,AL_79,AL,1734,59.16069600818833
MASTER,AL_80,AL,1734,59.16069600818833
MASTER,AL_81,AL,1734,59.16069600818833
MASTER,AL_82,AL,1734,59.16069600818833
MASTER,AL_83,AL,1734,59.16069600818833
MASTER,AL_84,AL,1734,59.16069600818833
MASTER,AL_85,AL,1734,59.16069600818833
MASTER,AL_86,AL,1734,59.16069600818833
MASTER,AL_87,AL,1734,59.16069600818833
MASTER,AL_88,AL,1734,59.16069600818833
MASTER,AL_89,AL,1734,59.16069600818833
MASTER,AL_90,AL,1734,59.16069600818833
MASTER,AL_91,AL,1734,59.16069600818833
MASTER,AL_92,AL,1734,59.16069600818833
MASTER,AL_93,AL,1734,59.16069600818833
MASTER,AL_94,AL,1734,59.16069600818833
MASTER,AL_95,AL,1734,59.16069600818833
MASTER,CAT_2,CAT,1734,59.16069600818833
MASTER,AL_96,AL,1734,59.16069600818833
MASTER,AL_97,AL,1734,59.16069600818833
MASTER,AL_98,AL,1734,59.16069600818833
MASTER,CAT_3,CAT,359,12.248379392698737
MASTER,CAT_4,CAT,359,12.248379392698737
MASTER,EK_1,EK,359,12.248379392698737
MASTER,EK_2,EK,359,12.248379392698737
MASTER,EK_3,EK,1330,45.3770044353463
MASTER,AL_99,AL,1445,49.30058000682361
MASTER,AL_100,AL,1445,49.30058000682361
MASTER,AL_101,AL,1445,49.30058000682361
MASTER,AL_102,AL,1445,49.30058000682361
MASTER,AL_103,AL,1445,49.30058000682361
MASTER,AL_104,AL,1445,49.30058000682361
MASTER,AL_105,AL,1445,49.30058000682361
MASTER,AL_106,AL,1445,49.30058000682361
MASTER,AL_107,AL,1445,49.30058000682361
MASTER,AL_108,AL,1445,49.30058000682361
MASTER,AL_109,AL,1445,49.30058000682361
MASTER,AL_110,AL,1445,49.30058000682361
MASTER,AL_111,AL,1445,49.30058000682361
MASTER,AL_112,AL,1445,49.30058000682361
MASTER,AL_113,AL,1445,49.30058000682361
MASTER,AL_114,AL,1445,49.30058000682361
MASTER,AL_115,AL,1445,49.30058000682361
MASTER,AL_116,AL,1445,49.30058000682361
MASTER,AL_117,AL,1445,49.30058000682361
MASTER,AL_118,AL,1445,49.30058000682361
MASTER,AL_119,AL,1445,49.30058000682361
MASTER,AL_120,AL,1445,49.30058000682361
MASTER,AL_121,AL,1445,49.30058000682361
MASTER,AL_122,AL,1445,49.30058000682361
MASTER,AL_123,AL,1445,49.30058000682361
MASTER,AL_124,AL,1445,49.30058000682361
MASTER,AL_125,AL,1445,49.30058000682361
MASTER,AL_126,AL,1445,49.30058000682361
MASTER,AL_127,AL,1445,49.30058000682361
MASTER,AL_128,AL,1445,49.30058000682361
MASTER,AL_129,AL,1445,49.30058000682361
MASTER,AL_130,AL,1445,49.30058000682361
MASTER,AL_131,AL,1445,49.30058000682361
MASTER,AL_132,AL,1445,49.30058000682361
MASTER,AL_133,AL,1445,49.30058000682361
MASTER,AL_134,AL,1445,49.30058000682361
MASTER,AL_135,AL,1445,49.30058000682361
MASTER,AL_136,AL,1445,49.30058000682361
MASTER,AL_137,AL,1445,49.30058000682361
MASTER,AL_138,AL,1445,49.30058000682361
MASTER,AL_139,AL,1445,49.30058000682361
MASTER,AL_140,AL,1445,49.30058000682361
MASTER,AL_141,AL,1445,49.30058000682361
MASTER,AL_142,AL,1445,49.30058000682361
MASTER,AL_143,AL,1445,49.30058000682361
MASTER,AL_144,AL,1445,49.30058000682361
MASTER,AL_145,AL,1445,49.30058000682361
MASTER,AL_146,AL,1445,49.30058000682361
MASTER,AL_147,AL,1445,49.30058000682361
MASTER,AL_148,AL,1445,49.30058000682361
MASTER,AL_149,AL,1445,49.30058000682361
MASTER,AL_150,AL,1445,49.30058000682361
MASTER,AL_151,AL,1445,49.30058000682361
MASTER,AL_152,AL,1445,49.30058000682361
MASTER,AL_153,AL,1445,49.30058000682361
MASTER,AL_154,AL,1445,49.30058000682361
MASTER,AL_155,AL,1445,49.30058000682361
MASTER,AL_156,AL,1445,49.30058000682361
MASTER,AL_157,AL,1445,49.30058000682361
MASTER,AL_158,AL,1445,49.30058000682361
MASTER,AL_159,AL,1445,49.30058000682361
MASTER,AL_160,AL,1445,49.30058000682361
MASTER,AL_161,AL,1445,49.30058000682361
MASTER,AL_162,AL,1445,49.30058000682361
MASTER,AL_163,AL,1445,49.30058000682361
MASTER,AL_164,AL,1445,49.30058000682361
MASTER,AL_165,AL,1445,49.30058000682361
MASTER,AL_166,AL,1445,49.30058000682361
MASTER,AL_167,AL,1445,49.30058000682361
MASTER,AL_168,AL,1445,49.30058000682361
MASTER,AL_169,AL,1445,49.30058000682361
MASTER,AL_170,AL,1445,49.30058000682361
MASTER,AL_171,AL,1445,49.30058000682361
MASTER,AL_172,AL,1445,49.30058000682361
MASTER,AL_173,AL,1445,49.30058000682361
MASTER,AL_174,AL,1445,49.30058000682361
MASTER,AL_175,AL,1445,49.30058000682361
MASTER,AL_176,AL,1445,49.30058000682361
MASTER,AL_177,AL,1445,49.30058000682361
MASTER,AL_178,AL,1445,49.30058000682361
MASTER,AL_179,AL,1445,49.30058000682361
MASTER,AL_180,AL,1445,49.30058000682361
MASTER,AL_181,AL,1445,49.30058000682361
MASTER,AL_182,AL,1445,49.30058000682361
MASTER,AL_183,AL,1946,66.39372227908564
MASTER,AL_184,AL,1946,66.39372227908564
MASTER,AL_185,AL,1946,66.39372227908564
MASTER,CAT_5,CAT,359,12.248379392698737
MASTER,AL_186,AL,919,31.354486523370863
MASTER,AL_187,AL,1890,64.48311156601842
MASTER,AL_188,AL,1890,64.48311156601842
MASTER,AL_189,AL,1890,64.48311156601842
MASTER,AL_190,AL,1890,64.48311156601842
MASTER,AL_191,AL,1890,64.48311156601842
MASTER,AL_192,AL,1890,64.48311156601842
MASTER,AL_193,AL,1890,64.48311156601842
MASTER,AL_194,AL,1890,64.48311156601842
MASTER,AL_195,AL,1890,64.48311156601842
MASTER,AL_196,AL,1890,64.48311156601842
MASTER,AL_197,AL,1890,64.48311156601842
MASTER,AL_198,AL,1890,64.48311156601842
MASTER,AL_199,AL,1890,64.48311156601842
MASTER,AL_200,AL,1890,64.48311156601842
MASTER,AL_201,AL,1890,64.48311156601842
MASTER,AL_202,AL,1890,64.48311156601842
MASTER,AL_203,AL,1890,64.48311156601842
MASTER,AL_204,AL,1890,64.48311156601842
MASTER,AL_205,AL,1890,64.48311156601842
MASTER,AL_206,AL,1890,64.48311156601842
MASTER,AL_207,AL,1890,64.48311156601842
MASTER,AL_208,AL,1890,64.48311156601842
MASTER,AL_209,AL,1890,64.48311156601842
MASTER,AL_210,AL,1890,64.48311156601842
MASTER,AL_211,AL,1890,64.48311156601842
MASTER,AL_212,AL,1890,64.48311156601842
MASTER,AL_213,AL,1890,64.48311156601842
MASTER,AL_214,AL,2179,74.34322756738315
MASTER,AL_215,AL,2179,74.34322756738315
MASTER,AL_216,AL,2179,74.34322756738315
MASTER,AL_217,AL,2179,74.34322756738315
MASTER,AL_218,AL,1890,64.48311156601842
MASTER,AL_219,AL,1890,64.48311156601842
MASTER,AL_220,AL,1890,64.48311156601842
MASTER,AL_221,AL,1890,64.48311156601842
MASTER,AL_222,AL,1890,64.48311156601842
MASTER,CAT_6,CAT,2864,97.71409075400886
MASTER,AL_223,AL,1890,64.48311156601842
MASTER,AL_224,AL,1890,64.48311156601842
MASTER,AL_225,AL,1890,64.48311156601842
MASTER,AL_226,AL,1890,64.48311156601842
MASTER,AL_227,AL,1890,64.48311156601842
MASTER,AL_228,AL,1890,64.48311156601842
MASTER,AL_229,AL,1890,64.48311156601842
MASTER,AL_230,AL,1890,64.48311156601842
MASTER,AL_231,AL,1890,64.48311156601842
MASTER,AL_232,AL,1890,64.48311156601842
MASTER,AL_233,AL,1890,64.48311156601842
MASTER,AL_234,AL,1890,64.48311156601842
MASTER,AL_235,AL,1890,64.48311156601842
MASTER,AL_236,AL,1890,64.48311156601842
MASTER,AL_237,AL,1890,64.48311156601842
MASTER,AL_238,AL,1890,64.48311156601842
MASTER,AL_239,AL,1890,64.48311156601842
MASTER,AL_240,AL,1890,64.48311156601842
MASTER,AL_241,AL,1890,64.48311156601842
MASTER,AL_242,AL,1890,64.48311156601842
MASTER,AL_243,AL,1890,64.48311156601842
MASTER,AL_244,AL,1890,64.48311156601842
MASTER,AL_245,AL,1890,64.48311156601842
MASTER,AL_246,AL,1890,64.48311156601842
MASTER,AL_247,AL,1890,64.48311156601842
MASTER,AL_248,AL,1890,64.48311156601842
MASTER,AL_249,AL,1890,64.48311156601842
MASTER,AL_250,AL,1940,66.18901398839986
MASTER,AL_251,AL,1940,66.18901398839986
MASTER,AL_252,AL,1940,66.18901398839986
MASTER,AL_253,AL,1940,66.18901398839986
MASTER,AL_254,AL,1890,64.48311156601842
MASTER,AL_255,AL,1890,64.48311156601842
MASTER,AL_256,AL,1890,64.48311156601842
MASTER,AL_257,AL,1890,64.48311156601842
MASTER,AL_258,AL,1890,64.48311156601842
MASTER,AL_259,AL,1890,64.48311156601842
MASTER,AL_260,AL,1890,64.48311156601842
MASTER,AL_261,AL,1890,64.48311156601842
MASTER,AL_262,AL,1890,64.48311156601842
MASTER,AL_263,AL,1890,64.48311156601842
MASTER,AL_264,AL,1890,64.48311156601842
MASTER,AL_265,AL,1890,64.48311156601842
MASTER,AL_266,AL,1890,64.48311156601842
MASTER,AL_267,AL,1890,64.48311156601842
MASTER,AL_268,AL,1890,64.48311156601842
MASTER,AL_269,AL,1890,64.48311156601842
MASTER,AL_270,AL,1890,64.48311156601842
MASTER,AL_271,AL,1890,64.48311156601842
MASTER,AL_272,AL,1890,64.48311156601842
MASTER,AL_273,AL,1890,64.48311156601842
MASTER,AL_274,AL,1890,64.48311156601842
MASTER,AL_275,AL,1891,64.51722961446605
MASTER,AL_276,AL,1890,64.48311156601842
MASTER,AL_277,AL,1890,64.48311156601842
MASTER,AL_278,AL,1890,64.48311156601842
MASTER,AL_279,AL,1890,64.48311156601842
MASTER,AL_280,AL,1890,64.48311156601842
MASTER,AL_281,AL,1890,64.48311156601842
MASTER,AL_282,AL,1890,64.48311156601842
MASTER,AL_283,AL,1890,64.48311156601842
MASTER,AL_284,AL,1890,64.48311156601842
MASTER,AL_285,AL,1890,64.48311156601842
MASTER,AL_286,AL,1952,66.59843056977141
MASTER,AL_287,AL,1952,66.59843056977141
MASTER,AL_288,AL,1952,66.59843056977141
MASTER,AL_289,AL,1952,66.59843056977141
MASTER,AL_290,AL,1890,64.48311156601842
MASTER,AL_291,AL,1890,64.48311156601842
MASTER,AL_292,AL,1890,64.48311156601842
MASTER,AL_293,AL,1890,64.48311156601842
MASTER,AL_294,AL,1890,64.48311156601842
MASTER,AL_295,AL,1299,44.31934493346981
MASTER,AL_296,AL,1299,44.31934493346981
MASTER,AL_297,AL,1299,44.31934493346981
MASTER,AL_298,AL,1299,44.31934493346981
MASTER,AL_299,AL,1299,44.31934493346981
MASTER,AL_300,AL,1299,44.31934493346981
MASTER,AL_301,AL,1299,44.31934493346981
MASTER,AL_302,AL,1299,44.31934493346981
MASTER,AL_303,AL,1299,44.31934493346981
MASTER,AL_304,AL,1299,44.31934493346981
MASTER,AL_305,AL,1299,44.31934493346981
MASTER,AL_306,AL,1299,44.31934493346981
MASTER,AL_307,AL,1299,44.31934493346981
MASTER,AL_308,AL,1299,44.31934493346981
MASTER,AL_309,AL,1299,44.31934493346981
MASTER,AL_310,AL,1299,44.31934493346981
MASTER,AL_311,AL,1299,44.31934493346981
MASTER,AL_312,AL,1299,44.31934493346981
MASTER,AL_313,AL,1299,44.31934493346981
MASTER,AL_314,AL,1299,44.31934493346981
MASTER,AL_315,AL,1299,44.31934493346981
MASTER,AL_316,AL,1299,44.31934493346981
MASTER,AL_317,AL,1299,44.31934493346981
MASTER,AL_318,AL,1299,44.31934493346981
MASTER,AL_319,AL,1299,44.31934493346981
MASTER,AL_320,AL,1299,44.31934493346981
MASTER,AL_321,AL,1299,44.31934493346981
MASTER,AL_322,AL,1299,44.31934493346981
MASTER,AL_323,AL,1299,44.31934493346981
MASTER,AL_324,AL,1299,44.31934493346981
MASTER,AL_325,AL,1299,44.31934493346981
MASTER,AL_326,AL,1299,44.31934493346981
MASTER,AL_327,AL,1299,44.31934493346981
MASTER,AL_328,AL,1299,44.31934493346981
MASTER,AL_329,AL,1299,44.31934493346981
MASTER,AL_330,AL,1299,44.31934493346981
MASTER,AL_331,AL,1299,44.31934493346981
MASTER,AL_332,AL,1299,44.31934493346981
MASTER,AL_333,AL,1299,44.31934493346981
MASTER,AL_334,AL,1299,44.31934493346981
MASTER,EK_4,EK,359,12.248379392698737
MASTER,EK_5,EK,359,12.248379392698737
MASTER,EK_6,EK,359,12.248379392698737
MASTER,EK_7,EK,359,12.248379392698737
MASTER,EK_8,EK,359,12.248379392698737
MASTER,EK_9,EK,607,20.709655407710677
MASTER,AA_1,AA,348,11.87308085977482
MASTER,AA_2,AA,350,11.941316956670079
KANSER,AL_1,AL,343,88.4020618556701
KANSER,AL_2,AL,343,88.4020618556701
KANSER,AL_3,AL,343,88.4020618556701
KANSER,AL_4,AL,343,88.4020618556701
KANSER,AL_5,AL,343,88.4020618556701
KANSER,AL_6,AL,343,88.4020618556701
KANSER,AL_7,AL,173,44.58762886597938
KANSER,AL_8,AL,173,44.58762886597938
KANSER,AL_9,AL,173,44.58762886597938
KANSER,AL_10,AL,173,44.58762886597938
KANSER,AL_11,AL,173,44.58762886597938
KANSER,AL_12,AL,173,44.58762886597938
KANSER,AL_13,AL,173,44.58762886597938
KANSER,AL_14,AL,173,44.58762886597938
KANSER,AL_15,AL,173,44.58762886597938
KANSER,AL_16,AL,266,68.55670103092784
KANSER,AL_17,AL,266,68.55670103092784
KANSER,AL_18,AL,266,68.55670103092784
KANSER,AL_19,AL,266,68.55670103092784
KANSER,AL_20,AL,266,68.55670103092784
KANSER,AL_21,AL,266,68.55670103092784
KANSER,AL_22,AL,266,68.55670103092784
KANSER,AL_23,AL,266,68.55670103092784
KANSER,AL_24,AL,266,68.55670103092784
KANSER,AL_25,AL,266,68.55670103092784
KANSER,AL_26,AL,166,42.78350515463917
KANSER,CAT_1,CAT,166,42.78350515463917
KANSER,AL_27,AL,349,89.94845360824742
KANSER,AL_28,AL,349,89.94845360824742
KANSER,AL_29,AL,349,89.94845360824742
KANSER,AL_30,AL,349,89.94845360824742
KANSER,AL_31,AL,349,89.94845360824742
KANSER,AL_32,AL,349,89.94845360824742
KANSER,AL_33,AL,349,89.94845360824742
KANSER,AL_34,AL,349,89.94845360824742
KANSER,AL_35,AL,349,89.94845360824742
KANSER,AL_36,AL,349,89.94845360824742
KANSER,AL_37,AL,349,89.94845360824742
KANSER,AL_38,AL,349,89.94845360824742
KANSER,AL_39,AL,146,37.628865979381445
KANSER,AL_40,AL,146,37.628865979381445
KANSER,AL_41,AL,146,37.628865979381445
KANSER,AL_42,AL,146,37.628865979381445
KANSER,AL_43,AL,146,37.628865979381445
KANSER,AL_44,AL,146,37.628865979381445
KANSER,AL_45,AL,146,37.628865979381445
KANSER,AL_46,AL,146,37.628865979381445
KANSER,AL_47,AL,146,37.628865979381445
KANSER,AL_48,AL,146,37.628865979381445
KANSER,AL_49,AL,146,37.628865979381445
KANSER,AL_50,AL,146,37.628865979381445
KANSER,AL_51,AL,146,37.628865979381445
KANSER,AL_52,AL,146,37.628865979381445
KANSER,AL_53,AL,146,37.628865979381445
KANSER,AL_54,AL,146,37.628865979381445
KANSER,AL_55,AL,146,37.628865979381445
KANSER,AL_56,AL,146,37.628865979381445
KANSER,AL_57,AL,146,37.628865979381445
KANSER,AL_58,AL,146,37.628865979381445
KANSER,AL_59,AL,146,37.628865979381445
KANSER,AL_60,AL,146,37.628865979381445
KANSER,AL_61,AL,146,37.628865979381445
KANSER,AL_62,AL,146,37.628865979381445
KANSER,AL_63,AL,146,37.628865979381445
KANSER,AL_64,AL,146,37.628865979381445
KANSER,AL_65,AL,146,37.628865979381445
KANSER,AL_66,AL,146,37.628865979381445
KANSER,AL_67,AL,146,37.628865979381445
KANSER,AL_68,AL,146,37.628865979381445
KANSER,AL_69,AL,146,37.628865979381445
KANSER,AL_70,AL,146,37.628865979381445
KANSER,AL_71,AL,146,37.628865979381445
KANSER,AL_72,AL,146,37.628865979381445
KANSER,AL_73,AL,146,37.628865979381445
KANSER,AL_74,AL,146,37.628865979381445
KANSER,AL_75,AL,249,64.17525773195877
KANSER,AL_76,AL,249,64.17525773195877
KANSER,AL_77,AL,249,64.17525773195877
KANSER,AL_78,AL,249,64.17525773195877
KANSER,AL_79,AL,249,64.17525773195877
KANSER,AL_80,AL,249,64.17525773195877
KANSER,AL_81,AL,249,64.17525773195877
KANSER,AL_82,AL,249,64.17525773195877
KANSER,AL_83,AL,249,64.17525773195877
KANSER,AL_84,AL,249,64.17525773195877
KANSER,AL_85,AL,249,64.17525773195877
KANSER,AL_86,AL,249,64.17525773195877
KANSER,AL_87,AL,249,64.17525773195877
KANSER,AL_88,AL,249,64.17525773195877
KANSER,AL_89,AL,249,64.17525773195877
KANSER,AL_90,AL,249,64.17525773195877
KANSER,AL_91,AL,249,64.17525773195877
KANSER,AL_92,AL,249,64.17525773195877
KANSER,AL_93,AL,249,64.17525773195877
KANSER,AL_94,AL,249,64.17525773195877
KANSER,AL_95,AL,249,64.17525773195877
KANSER,CAT_2,CAT,249,64.17525773195877
KANSER,AL_96,AL,249,64.17525773195877
KANSER,AL_97,AL,249,64.17525773195877
KANSER,AL_98,AL,249,64.17525773195877
KANSER,CAT_3,CAT,23,5.927835051546392
KANSER,CAT_4,CAT,23,5.927835051546392
KANSER,EK_1,EK,23,5.927835051546392
KANSER,EK_2,EK,23,5.927835051546392
KANSER,EK_3,EK,129,33.24742268041237
KANSER,AL_99,AL,205,52.83505154639175
KANSER,AL_100,AL,205,52.83505154639175
KANSER,AL_101,AL,205,52.83505154639175
KANSER,AL_102,AL,205,52.83505154639175
KANSER,AL_103,AL,205,52.83505154639175
KANSER,AL_104,AL,205,52.83505154639175
KANSER,AL_105,AL,205,52.83505154639175
KANSER,AL_106,AL,205,52.83505154639175
KANSER,AL_107,AL,205,52.83505154639175
KANSER,AL_108,AL,205,52.83505154639175
KANSER,AL_109,AL,205,52.83505154639175
KANSER,AL_110,AL,205,52.83505154639175
KANSER,AL_111,AL,205,52.83505154639175
KANSER,AL_112,AL,205,52.83505154639175
KANSER,AL_113,AL,205,52.83505154639175
KANSER,AL_114,AL,205,52.83505154639175
KANSER,AL_115,AL,205,52.83505154639175
KANSER,AL_116,AL,205,52.83505154639175
KANSER,AL_117,AL,205,52.83505154639175
KANSER,AL_118,AL,205,52.83505154639175
KANSER,AL_119,AL,205,52.83505154639175
KANSER,AL_120,AL,205,52.83505154639175
KANSER,AL_121,AL,205,52.83505154639175
KANSER,AL_122,AL,205,52.83505154639175
KANSER,AL_123,AL,205,52.83505154639175
KANSER,AL_124,AL,205,52.83505154639175
KANSER,AL_125,AL,205,52.83505154639175
KANSER,AL_126,AL,205,52.83505154639175
KANSER,AL_127,AL,205,52.83505154639175
KANSER,AL_128,AL,205,52.83505154639175
KANSER,AL_129,AL,205,52.83505154639175
KANSER,AL_130,AL,205,52.83505154639175
KANSER,AL_131,AL,205,52.83505154639175
KANSER,AL_132,AL,205,52.83505154639175
KANSER,AL_133,AL,205,52.83505154639175
KANSER,AL_134,AL,205,52.83505154639175
KANSER,AL_135,AL,205,52.83505154639175
KANSER,AL_136,AL,205,52.83505154639175
KANSER,AL_137,AL,205,52.83505154639175
KANSER,AL_138,AL,205,52.83505154639175
KANSER,AL_139,AL,205,52.83505154639175
KANSER,AL_140,AL,205,52.83505154639175
KANSER,AL_141,AL,205,52.83505154639175
KANSER,AL_142,AL,205,52.83505154639175
KANSER,AL_143,AL,205,52.83505154639175
KANSER,AL_144,AL,205,52.83505154639175
KANSER,AL_145,AL,205,52.83505154639175
KANSER,AL_146,AL,205,52.83505154639175
KANSER,AL_147,AL,205,52.83505154639175
KANSER,AL_148,AL,205,52.83505154639175
KANSER,AL_149,AL,205,52.83505154639175
KANSER,AL_150,AL,205,52.83505154639175
KANSER,AL_151,AL,205,52.83505154639175
KANSER,AL_152,AL,205,52.83505154639175
KANSER,AL_153,AL,205,52.83505154639175
KANSER,AL_154,AL,205,52.83505154639175
KANSER,AL_155,AL,205,52.83505154639175
KANSER,AL_156,AL,205,52.83505154639175
KANSER,AL_157,AL,205,52.83505154639175
KANSER,AL_158,AL,205,52.83505154639175
KANSER,AL_159,AL,205,52.83505154639175
KANSER,AL_160,AL,205,52.83505154639175
KANSER,AL_161,AL,205,52.83505154639175
KANSER,AL_162,AL,205,52.83505154639175
KANSER,AL_163,AL,205,52.83505154639175
KANSER,AL_164,AL,205,52.83505154639175
KANSER,AL_165,AL,205,52.83505154639175
KANSER,AL_166,AL,205,52.83505154639175
KANSER,AL_167,AL,205,52.83505154639175
KANSER,AL_168,AL,205,52.83505154639175
KANSER,AL_169,AL,205,52.83505154639175
KANSER,AL_170,AL,205,52.83505154639175
KANSER,AL_171,AL,205,52.83505154639175
KANSER,AL_172,AL,205,52.83505154639175
KANSER,AL_173,AL,205,52.83505154639175
KANSER,AL_174,AL,205,52.83505154639175
KANSER,AL_175,AL,205,52.83505154639175
KANSER,AL_176,AL,205,52.83505154639175
KANSER,AL_177,AL,205,52.83505154639175
KANSER,AL_178,AL,205,52.83505154639175
KANSER,AL_179,AL,205,52.83505154639175
KANSER,AL_180,AL,205,52.83505154639175
KANSER,AL_181,AL,205,52.83505154639175
KANSER,AL_182,AL,205,52.83505154639175
KANSER,AL_183,AL,284,73.19587628865979
KANSER,AL_184,AL,284,73.19587628865979
KANSER,AL_185,AL,284,73.19587628865979
KANSER,CAT_5,CAT,23,5.927835051546392
KANSER,AL_186,AL,101,26.030927835051546
KANSER,AL_187,AL,271,69.84536082474227
KANSER,AL_188,AL,271,69.84536082474227
KANSER,AL_189,AL,271,69.84536082474227
KANSER,AL_190,AL,271,69.84536082474227
KANSER,AL_191,AL,271,69.84536082474227
KANSER,AL_192,AL,271,69.84536082474227
KANSER,AL_193,AL,271,69.84536082474227
KANSER,AL_194,AL,271,69.84536082474227
KANSER,AL_195,AL,271,69.84536082474227
KANSER,AL_196,AL,271,69.84536082474227
KANSER,AL_197,AL,271,69.84536082474227
KANSER,AL_198,AL,271,69.84536082474227
KANSER,AL_199,AL,271,69.84536082474227
KANSER,AL_200,AL,271,69.84536082474227
KANSER,AL_201,AL,271,69.84536082474227
KANSER,AL_202,AL,271,69.84536082474227
KANSER,AL_203,AL,271,69.84536082474227
KANSER,AL_204,AL,271,69.84536082474227
KANSER,AL_205,AL,271,69.84536082474227
KANSER,AL_206,AL,271,69.84536082474227
KANSER,AL_207,AL,271,69.84536082474227
KANSER,AL_208,AL,271,69.84536082474227
KANSER,AL_209,AL,271,69.84536082474227
KANSER,AL_210,AL,271,69.84536082474227
KANSER,AL_211,AL,271,69.84536082474227
KANSER,AL_212,AL,271,69.84536082474227
KANSER,AL_213,AL,271,69.84536082474227
KANSER,AL_214,AL,300,77.31958762886597
KANSER,AL_215,AL,300,77.31958762886597
KANSER,AL_216,AL,300,77.31958762886597
KANSER,AL_217,AL,300,77.31958762886597
KANSER,AL_218,AL,271,69.84536082474227
KANSER,AL_219,AL,271,69.84536082474227
KANSER,AL_220,AL,271,69.84536082474227
KANSER,AL_221,AL,271,69.84536082474227
KANSER,AL_222,AL,271,69.84536082474227
KANSER,CAT_6,CAT,384,98.96907216494846
KANSER,AL_223,AL,271,69.84536082474227
KANSER,AL_224,AL,271,69.84536082474227
KANSER,AL_225,AL,271,69.84536082474227
KANSER,AL_226,AL,271,69.84536082474227
KANSER,AL_227,AL,271,69.84536082474227
KANSER,AL_228,AL,271,69.84536082474227
KANSER,AL_229,AL,271,69.84536082474227
KANSER,AL_230,AL,271,69.84536082474227
KANSER,AL_231,AL,271,69.84536082474227
KANSER,AL_232,AL,271,69.84536082474227
KANSER,AL_233,AL,271,69.84536082474227
