kolon,aykiri_sayisi,aykiri_yuzdesi,min,max,ortalama,medyan,std
AL_239,18,13.85,8.39549005869031e-20,0.0013241324275093,9.448048888011916e-05,1.946422745255398e-06,0.00022265834768942544
EK_2,50,13.85,-10.8,6.17,4.670457304091608,5.446313223181701,2.292981348454961
AL_55,21,13.46,1.1605663574149437e-22,0.0017274317774937,6.211518638791213e-05,8.43141369896256e-06,0.00016414842779697666
AL_184,16,13.45,3.40020396e-06,0.0006903030944057,6.022515917212496e-05,1.7001514477802976e-05,0.00011112687024619529
AL_315,33,13.41,4.866226186097027e-26,0.006085509159381,0.00032112118943787435,1.3507428271491436e-05,0.0008398789417560154
AL_130,27,13.37,1.7439710610339006e-24,0.002330996367657,3.660408625727301e-05,1.9985462286428794e-06,0.00017094995873369567
AL_160,27,13.37,2.188053562158844e-25,0.003741486348084,5.057504082721399e-05,3.546936325189146e-06,0.0002707497317796741
AL_79,19,13.19,1.8342e-06,0.0009477000028032,6.254372997857294e-05,1.4479130033754656e-05,0.0001353780368307591
AL_21,16,13.11,2.7127110271982766e-20,0.0016183277451272,0.00014536895756964464,3.549182212700343e-06,0.0002934243279490474
AL_287,16,13.11,1.005156e-05,0.0024941528399828,0.00023978007570496233,6.717115325017694e-05,0.00045588405137742384
AL_275,17,13.08,1.3476038174004823e-34,0.0030825184825991,0.00014529004790089255,1.3311978571203183e-06,0.0004027984216728654
AL_226,17,13.08,2.838141075892119e-20,0.0020872499932584,0.0001517213068839137,8.328765072573154e-06,0.0003513203632039204
AL_255,17,13.08,1.857793272084597e-27,0.0020638170000039,4.338685383512988e-05,8.916492028852985e-07,0.00018926464989440906
AL_218,17,13.08,2.505313021029868e-21,1.0,0.16627442404457174,0.07723338272031391,0.31466840179832795
AL_296,32,13.01,5.575626001619409e-07,0.0012129605476412,3.017075340962257e-05,5.5766462173980084e-06,9.752501917992082e-05
AL_126,26,12.87,3.6229288324158584e-20,1.0,0.23785561952395673,0.09993731060938449,0.32117101747898086
AL_172,26,12.87,2.7566258856815297e-26,0.00044028,2.2252165124598554e-05,1.6574688038700314e-06,5.9958708922159926e-05
AL_145,26,12.87,6.048474961326448e-18,0.0022799462364348,4.732167030669641e-05,4.166318464275406e-06,0.00019494729448858944
AL_8,28,12.73,3.967431906131441e-37,0.0056906542138238,0.00017924471088825032,3.5096660809007194e-06,0.0006106876625114782
AL_91,18,12.5,5.4703216826688394e-24,0.0010630165429531,5.40445371084936e-05,4.1925849177939965e-06,0.0001354266080919719
EK_5,45,12.47,0.0,1.0,0.8416198818362658,0.9625517231695524,0.2492755409529446
AL_166,25,12.38,1.5657902225411065e-33,0.0013019184311904,2.1160341191559825e-05,1.180779163082284e-06,9.74024363626541e-05
AL_112,25,12.38,1.0470339628855656e-33,0.0015165224172189,3.6427438265704986e-05,3.732476941577332e-06,0.00013481641765731203
AL_103,25,12.38,5.4747e-07,0.0012177206157097,3.1473192180059994e-05,4.391584513267451e-06,0.00010800050162768376
AL_178,25,12.38,2.4276761027020772e-26,0.0008230500006629,2.9979694637325015e-05,5.3988596966691946e-06,8.377532235396854e-05
AL_175,25,12.38,2.9123870657036467e-36,0.0027042821336644,0.0001383670016794531,5.877308308153362e-06,0.000368236054582362
AL_202,16,12.31,5.382032948281304e-23,1.0,0.17199277252889475,0.09928049802048824,0.30567409292928216
AL_203,16,12.31,2.586822327576397e-32,0.0025884150487709,0.00014137403275622725,9.919222932669904e-07,0.00038242416773878746
AL_247,16,12.31,9.828324271885188e-31,0.0013228830042482,4.97650369671069e-05,1.2587256009810807e-05,0.00013911256526283108
AL_219,16,12.31,7.028163500080671e-22,0.0023518170001462,4.675809201586443e-05,6.624017884507884e-07,0.0002117002525312466
AL_190,16,12.31,1.0503426992264686e-20,0.001816502477168,0.0001025503388426328,2.6587017780142716e-06,0.000261494645781103
AL_16,15,12.3,5.910308305704661e-06,0.0007745231166394,5.878900207243073e-05,1.4381089482099692e-05,0.00011141259853781233
AL_13,27,12.27,2.0841774022637484e-23,0.0014958,3.3687088449204285e-05,3.833963363499382e-06,0.0001257295307634843
AL_142,24,11.88,4.270433816333908e-29,0.0012042000000002,2.1407995159159187e-05,1.0256297323556537e-06,8.900166054896676e-05
AL_94,17,11.81,3.504606445237598e-06,0.0025665438373645,0.00024176363922895577,6.558387815232741e-05,0.00045872365285802623
AL_19,14,11.48,4.431587437150436e-21,0.0014724266849197,4.495284551463941e-05,1.6945885731274749e-06,0.0001463283317128409
AL_154,23,11.39,5.659311516577193e-38,0.0003146400000124,1.344236699994959e-05,7.688065070540985e-07,3.662916557793833e-05
AL_327,28,11.38,2.994006564453969e-18,0.0067765207071147,0.00027864803570840747,4.8309619164394805e-05,0.0006694721609304285
AL_323,28,11.38,5.644736301963702e-22,0.0014959507339377,3.2333238751289264e-05,3.051345808195697e-06,0.0001186429490805285
AL_9,25,11.36,1.6830508348526076e-28,0.0006843640385051,1.765702435451617e-05,7.129415927925596e-08,6.154520699068851e-05
AL_7,24,10.91,1.655985205602987e-07,0.0012348,3.1289324923533146e-05,5.1652265626132795e-06,0.00010587645479568462
AL_133,22,10.89,5.308498606965309e-21,0.0013014790032051,3.4657957231479056e-05,3.8076574129982682e-06,0.00011940169061094832
AL_127,22,10.89,4.616437724738305e-32,0.0005533909601353,3.1350437935392285e-05,3.3956580367094364e-06,6.710492839858689e-05
EK_8,39,10.8,-1.5061455541697188,0.756,0.5550314545352096,0.6470291302919323,0.331217992143563
AL_88,15,10.42,7.543594203132147e-17,0.0016825669426187,5.5186052753837116e-05,8.998403331272407e-06,0.00017025077478195267
AL_188,13,10.0,1.0283559968991612e-20,0.0005429520000643,3.641045464689394e-05,9.081423363757115e-06,7.340296275552922e-05
AL_118,20,9.9,5.221514953874115e-19,0.0003352070073597,2.8623984618820884e-05,6.0112528467888255e-06,5.682654515432375e-05
AL_151,20,9.9,2.6239531281457447e-29,0.0037467589750508,5.960885873023687e-05,3.960481020448631e-06,0.0002933155464709101
AL_85,14,9.72,1.2924666787316978e-29,0.0024273000093538,0.00012015189891701028,5.466168568676753e-06,0.00028979457698980734
EK_6,35,9.7,0.0,1.0,0.9114471339037438,0.9952654335827144,0.2559095014121699
EK_4,35,9.7,0.0,1.0,0.952183731980383,0.998547135417683,0.17934105273426848
AL_73,15,9.62,4.098631105340967e-33,0.0014475660006451,5.5037964372406064e-05,1.1204865034597443e-05,0.00013866300695011214
AL_148,19,9.41,2.1980173242298964e-28,0.0018945000061671,4.030656129678631e-05,3.154242849276038e-06,0.00014853004691172306
AL_168,19,9.41,6.734237836501028e-17,1.0,0.13230362688341077,0.0946642370500536,0.2327306840232652
AL_215,8,9.41,2.1044796405552454e-05,0.002466878745633,0.0002751819858604028,0.0001257672452563,0.0004528612051874872
AL_283,12,9.23,2.9242481747214073e-24,0.001428829447866,5.1754869356340625e-05,1.684969836260112e-05,0.00014665667298773507
AL_224,12,9.23,1.8542059431638375e-14,0.0006571492883239,4.4159834071646e-05,1.5036385668842746e-05,8.768277131269209e-05
AL_23,11,9.02,2.9387268962007683e-14,0.0014966096741603,5.581760389801467e-05,1.4730168932542718e-05,0.00015433669038019708
AL_291,10,7.69,5.106985612262418e-25,0.0020583089753212,3.910328152512197e-05,9.601996114558398e-07,0.0001873502413012673
AL_96,11,7.64,8.499549352696352e-28,1.0,0.12090593349263873,0.0613973598830366,0.2536439898909769
AL_34,1,7.14,4.679385020918971e-21,0.0018061963931961,0.00034555350835924366,3.627857379087451e-05,0.0005570527761207218
AL_1,1,7.14,0.0001807128561271,0.0009439980685496,0.0003469998590586357,0.0002996351391369,0.0002100512809708884
AL_57,11,7.05,2.414668847573351e-20,1.0,0.12063246806263504,0.0900191754523944,0.23725426004867775
AL_123,14,6.93,8.188762816381519e-19,1.0,0.08951183287315109,0.09502717438610694,0.12076443997492284
AL_242,8,6.15,3.289465166658259e-29,1.0,0.1050602286615078,0.04105212621559015,0.23028314743341996
AL_60,9,5.77,3.532731714426779e-21,1.0,0.10091380662551185,0.0520287517240217,0.22227619080576072
AL_318,14,5.69,3.9139136600427853e-29,1.0,0.1024356836319576,0.06623841506102371,0.2189329809561559
AL_198,6,4.62,1.5251403107567545e-30,1.0,0.09136295586855983,0.0503590871027342,0.20552841594443236
AL_278,6,4.62,1.1508450498439383e-16,1.0,0.100457573604192,0.08738445862381244,0.20341821102357246
AL_270,6,4.62,1.3664074659399045e-21,1.0,0.09271739578790349,0.05889078017167155,0.20201109370166512
AL_206,6,4.62,4.3813693445138754e-16,1.0,0.09120330224909895,0.04161884084645185,0.2011368786451885
AL_129,8,3.96,2.4553095796766575e-20,1.0,0.0803033872425312,0.08786362958692935,0.10945374958238133
AL_69,3,1.92,1.6136663654599705e-22,1.0,0.0710726517879124,0.0650584623356899,0.13383856211088943
AL_329,4,1.63,2.651447342289668e-16,1.0,0.06762530430429825,0.06982796539116534,0.12819863876556395
AL_334,4,1.63,1.5235820101024578e-17,1.0,0.061901866893678006,0.034698133470373496,0.12739810455915207
AL_45,2,1.28,5.014439301850424e-28,1.0,0.068700672822387,0.0864072403479035,0.11582858339878445
EK_1,4,1.11,2.913377868396616,6.17,5.660858491431217,5.6923405789406125,0.36287715184238156
EK_9,3,0.83,-7.84,11.927,7.600164011390178,7.939798644170147,3.858154920205647
AL_66,1,0.64,1.2542656352897245e-23,1.0,0.052607313061124525,0.0241968219982907,0.08946123884532606
AL_313,1,0.41,8.195172836436438e-35,0.9999999999893852,0.05344082324974625,0.052291319654412055,0.0758940364035705
AL_333,1,0.41,5.0920157988322286e-24,1.0,0.058340396492679365,0.08498724495931956,0.0754970727416391
AL_137,0,0.0,1.0,1.0,1.0,1.0,0.0
AL_86,0,0.0,0.0,1.0,0.5902777777777778,1.0,0.49349891696049447
AL_83,0,0.0,0.0,1.0,0.5833333333333334,1.0,0.4947274449181537
AL_81,0,0.0,0.0,1.0,0.4852796434125018,0.4211194161648554,0.46257107706594197
AL_140,0,0.0,1.0,1.0,1.0,1.0,0.0
AL_119,0,0.0,1.0,1.0,1.0,1.0,0.0
AL_120,0,0.0,0.0,1.0,0.7109620542042838,1.0,0.45314305804087107
AL_122,0,0.0,1.0,1.0,1.0,1.0,0.0
AL_125,0,0.0,1.0,1.0,1.0,1.0,0.0
AL_107,0,0.0,1.0,1.0,1.0,1.0,0.0
AL_108,0,0.0,0.0,1.0,0.384596688120722,0.0,0.4517520655888193
AL_111,0,0.0,0.0,1.0,0.6596329882908427,1.0,0.46891991192403176
AL_143,0,0.0,1.0,1.0,1.0,1.0,0.0
AL_153,0,0.0,0.0,1.0,0.41712726695115737,0.2071673485679739,0.4441801714889967
AL_155,0,0.0,1.0,1.0,1.0,1.0,0.0
AL_152,0,0.0,1.0,1.0,1.0,1.0,0.0
AL_149,0,0.0,1.0,1.0,1.0,1.0,0.0
AL_146,0,0.0,1.0,1.0,1.0,1.0,0.0
AL_144,0,0.0,0.0,1.0,0.6024790061033518,1.0,0.47500249361416613
AL_95,0,0.0,0.0,1.0,0.9652777777777778,1.0,0.18371437410004487
AL_90,0,0.0,0.0,1.0,0.5128009475655743,0.5125915657225273,0.46529227653941935
AL_93,0,0.0,0.0,1.0,0.6463758025156408,1.0,0.4751330970485858
AL_92,0,0.0,0.0,1.0,0.6597222222222222,1.0,0.47545626881834624
AL_89,0,0.0,0.0,1.0,0.8194444444444444,1.0,0.38599209705627263
AL_87,0,0.0,0.0,1.0,0.7040560130931605,1.0,0.44509700506767236
AL_170,0,0.0,1.0,1.0,1.0,1.0,0.0
AL_167,0,0.0,1.0,1.0,1.0,1.0,0.0
AL_164,0,0.0,1.0,1.0,1.0,1.0,0.0
AL_165,0,0.0,0.0,1.0,0.5339554726874672,0.5911663160557498,0.4458403222906534
AL_161,0,0.0,1.0,1.0,1.0,1.0,0.0
AL_138,0,0.0,0.0,1.0,0.41163888281307454,0.2637116833307508,0.4295254507645016
AL_135,0,0.0,0.0,1.0,0.51264325105651,0.5697272995639571,0.4854339077566061
AL_134,0,0.0,1.0,1.0,1.0,1.0,0.0
AL_131,0,0.0,1.0,1.0,1.0,1.0,0.0
AL_132,0,0.0,0.0,1.0,0.6465090439701159,1.0,0.47439267656732725
AL_128,0,0.0,1.0,1.0,1.0,1.0,0.0
AL_116,0,0.0,1.0,1.0,1.0,1.0,0.0
AL_110,0,0.0,1.0,1.0,1.0,1.0,0.0
AL_113,0,0.0,1.0,1.0,1.0,1.0,0.0
AL_117,0,0.0,5.4539796215522146e-18,1.0,0.2655924551329119,0.09998323969917944,0.35124259026799826
AL_105,0,0.0,3.661939727660472e-22,0.1,0.049101045711588416,0.04296243494198835,0.045172840783365045
AL_104,0,0.0,1.0,1.0,1.0,1.0,0.0
AL_102,0,0.0,0.0,1.0,0.6733346223220085,1.0,0.46438015914464664
AL_101,0,0.0,1.0,1.0,1.0,1.0,0.0
AL_99,0,0.0,0.0,1.0,0.5210562473864635,0.8827515066954328,0.4912582974616363
AL_98,0,0.0,0.0,1.0,0.5416666666666666,1.0,0.5
AL_328,0,0.0,0.0,1.0,0.9065040650406504,1.0,0.29171969699706785
AL_330,0,0.0,0.0,1.0,0.45048802906650864,0.25591809528251885,0.45668559470285075
AL_332,0,0.0,1.0,1.0,1.0,1.0,0.0
AL_114,0,0.0,0.0,1.0,0.5241620437255706,0.5799985573167876,0.47157271756739744
AL_321,0,0.0,0.0,0.0,0.0,0.0,0.0
AL_320,0,0.0,1.0,1.0,1.0,1.0,0.0
AL_4,0,0.0,6.840729179251077e-12,0.001800358878516,0.00036850882527840126,3.3197744026594316e-05,0.0005620038331818337
AL_322,0,0.0,0.0,1.0,0.6704802773373943,1.0,0.46814050962393844
AL_326,0,0.0,0.0,1.0,0.6218420703003765,1.0,0.48287691815920963
AL_325,0,0.0,0.0,1.0,0.008130081300813009,0.0,0.08998276110179974
AL_324,0,0.0,1.0,1.0,1.0,1.0,0.0
AL_196,0,0.0,0.0,0.0,0.0,0.0,0.0
AL_195,0,0.0,1.0,1.0,1.0,1.0,0.0
AL_192,0,0.0,0.0,0.0,0.0,0.0,0.0
AL_191,0,0.0,1.0,1.0,1.0,1.0,0.0
AL_80,0,0.0,1.0,1.0,1.0,1.0,0.0
AL_78,0,0.0,0.0,1.0,0.6768846442169749,1.0,0.4674384972283985
AL_77,0,0.0,0.0,1.0,0.7013888888888888,1.0,0.45924628295409037
AL_75,0,0.0,0.0,1.0,0.6446072083539733,1.0,0.47626117867421275
AL_68,0,0.0,0.0,1.0,0.7064671311440508,1.0,0.45567873340163867
AL_74,0,0.0,0.0,1.0,0.9166666666666666,1.0,0.27727553161090057
AL_72,0,0.0,0.0,1.0,0.6177042822468584,1.0,0.479539303671418
AL_71,0,0.0,0.0,1.0,0.9157506029506255,1.0,0.2772345019573148
AL_185,0,0.0,264690.0,264690.0,264690.0,264690.0,0.0
AL_187,0,0.0,0.0,1.0,0.6704112069043041,1.0,0.4468484381508538
AL_189,0,0.0,0.0,1.0,0.419680617537939,0.34172777621366374,0.4163087665387795
AL_65,0,0.0,0.0,1.0,0.9230769230769231,1.0,0.26732755161246785
AL_171,0,0.0,0.0,1.0,0.37524962571979303,0.1974808584497849,0.40998367498866606
AL_177,0,0.0,0.0,1.0,0.5179275424768996,0.5836678189734854,0.45842785182110585
AL_176,0,0.0,1.0,1.0,1.0,1.0,0.0
AL_173,0,0.0,1.0,1.0,1.0,1.0,0.0
AL_182,0,0.0,1.0,1.0,1.0,1.0,0.0
AL_183,0,0.0,0.0,1.0,0.6742211260400197,1.0,0.4607548843988771
AL_180,0,0.0,0.0,1.0,0.5802879091081787,1.0,0.4863794799295884
AL_179,0,0.0,1.0,1.0,1.0,1.0,0.0
AL_158,0,0.0,1.0,1.0,1.0,1.0,0.0
AL_156,0,0.0,0.0,1.0,0.486927545018325,0.4061733408599061,0.4816725461248232
AL_159,0,0.0,0.0,1.0,0.4214374532762354,0.22194874807343307,0.44024674267802777
AL_208,0,0.0,1.0,1.0,1.0,1.0,0.0
AL_205,0,0.0,0.0,0.0,0.0,0.0,0.0
AL_204,0,0.0,1.0,1.0,1.0,1.0,0.0
AL_209,0,0.0,0.0,0.0,0.0,0.0,0.0
AL_200,0,0.0,1.0,1.0,1.0,1.0,0.0
AL_234,0,0.0,0.0,1.0,0.3242028027031523,0.11366734535058325,0.37264682912090047
AL_233,0,0.0,1.0,1.0,1.0,1.0,0.0
AL_232,0,0.0,0.0,0.0,0.0,0.0,0.0
AL_231,0,0.0,1.0,1.0,1.0,1.0,0.0
AL_51,0,0.0,0.0,1.0,0.45334624996194806,0.17619065966480457,0.4706991065510583
AL_53,0,0.0,0.0,1.0,0.7564102564102564,1.0,0.43063036873259714
AL_50,0,0.0,0.0,1.0,0.6666666666666666,1.0,0.4729227357386137
AL_236,0,0.0,1.0,1.0,1.0,1.0,0.0
AL_56,0,0.0,0.0,1.0,0.8974358974358975,1.0,0.30436580663972007
AL_54,0,0.0,0.0,1.0,0.6135849358721173,1.0,0.4804802086893148
AL_62,0,0.0,0.0,1.0,0.9166666666666666,1.0,0.2772755316109005
AL_59,0,0.0,0.0,1.0,0.8846153846153846,1.0,0.3205144747682703
AL_63,0,0.0,0.0,1.0,0.35777556494767204,0.2033662143524177,0.3833404516457297
AL_238,0,0.0,0.0,1.0,0.4699675779631599,0.36342035583516374,0.45865387434214633
AL_240,0,0.0,1.0,1.0,1.0,1.0,0.0
AL_237,0,0.0,0.0,0.0,0.0,0.0,0.0
AL_214,0,0.0,0.0,1.0,0.72705966762324,1.0,0.4153664329838584
AL_213,0,0.0,0.0,0.0,0.0,0.0,0.0
AL_217,0,0.0,0.0,0.0,0.0,0.0,0.0
AL_216,0,0.0,1.0,1.0,1.0,1.0,0.0
AL_220,0,0.0,1.0,1.0,1.0,1.0,0.0
AL_221,0,0.0,0.0,0.0,0.0,0.0,0.0
AL_222,0,0.0,0.0,0.0,0.0,0.0,0.0
AL_223,0,0.0,0.0,1.0,0.7367424469562219,1.0,0.4273944170029988
AL_225,0,0.0,0.0,1.0,0.47182592604820384,0.32788333635453104,0.47054186668378417
AL_227,0,0.0,1.0,1.0,1.0,1.0,0.0
AL_228,0,0.0,0.0,0.0,0.0,0.0,0.0
AL_229,0,0.0,0.0,1.0,0.367609569145357,0.14365951429394255,0.4157738599977155
