,korelasyon
AL_230,-0.05749924891443093
AL_162,0.05734275783140752
AL_156,0.05679910031943429
AL_166,0.056124861239324
AL_142,0.05570880755018205
AL_46,-0.05551207949985547
AL_129,0.05542514606189386
AL_83,-0.0543075386641705
AL_67,0.05319007584069895
AL_56,0.05238095238095248
AL_71,-0.05227968923451191
AL_102,0.05194811547052313
AL_218,0.051703101002233694
AL_62,-0.05096471914376263
AL_279,0.04998131913709664
AL_4,0.04983833471792366
AL_215,-0.048846361904344555
AL_109,-0.04833394830107866
AL_96,0.047978308781414326
AL_163,0.047866992492200076
AL_175,0.0477158421335927
AL_318,0.04746675469779176
AL_243,0.047420908376853005
AL_229,-0.047393737812412164
AL_305,0.046808809270161726
AL_130,0.046272908674284366
AL_124,-0.04544286757345753
AL_238,0.04543402412565755
AL_47,-0.04494665749754956
AL_160,0.04493342201761781
AL_255,0.0445230992027854
AL_203,0.04438916172052042
AL_287,-0.04400708968653431
AL_77,-0.042658667011064175
AL_275,-0.04218806225109989
AL_194,-0.04169629390613377
AL_15,0.04158236552865078
AL_330,-0.04126440178821501
AL_60,0.04124574576344329
AL_69,-0.04089544405754794
AL_106,-0.04051407523722094
AL_139,-0.03948625753626397
AL_296,0.039418820573241066
AL_265,-0.038714742174082946
AL_258,0.03674820455952088
AL_123,0.03597594475889198
AL_214,0.03576096368345793
AL_121,0.03548664019977997
AL_148,0.03515634985082278
AL_68,0.03455959092126954
AL_270,-0.033968359860618184
AL_239,0.033289434874016345
AL_283,0.03304384864149213
AL_86,0.032892484608060636
AL_174,-0.03287828082839998
AL_274,0.03268801919868342
AL_159,0.0325777603709504
AL_133,0.032183604274448385
AL_144,0.03162708010148053
AL_16,-0.030772739290427353
AL_219,0.03058199549884375
AL_301,-0.030372729650681333
AL_112,0.030340888812033943
AL_211,0.03016737629465062
AL_108,0.029627976003317322
AL_141,-0.02916152477131646
AL_187,-0.028972257556572387
AL_23,0.028828866045235747
AL_253,-0.02819875772500093
AL_180,0.027827985365231605
AL_290,0.02765623131053523
AL_181,-0.027512665225149155
AL_33,-0.027043762685701137
AL_315,0.026479151833677137
AL_22,-0.025226673149489447
AL_57,-0.02505023485498237
AL_17,-0.024884974220408196
AL_183,-0.024728021632347916
AL_11,0.024620676728965032
AL_10,-0.02437286557510562
AL_188,0.023707027518149307
AL_34,0.023485549392612427
AL_294,0.02339454463445211
AL_61,0.022890379287977696
AL_136,0.021680551937688447
AL_21,-0.0214435401260444
AL_223,0.020681417261076508
AL_327,-0.020031731334767905
AL_247,0.018290039315902062
AL_55,-0.01816210242880686
AL_145,0.01813447660728202
AL_202,0.01790501457168643
AL_262,-0.017659361598327393
AL_7,0.017236489994571
AL_74,0.016988239714587565
AL_12,-0.01634058993932661
AL_52,-0.014484681241856017
AL_90,-0.014023690035129193
AL_225,-0.01382534574907374
AL_39,-0.013581151430339512
AL_168,0.012504196507087607
AL_13,0.011842782481145913
AL_103,0.010705567970481545
AL_115,-0.010586780608832874
AL_114,0.010381140821092967
AL_73,-0.009621096638498349
AL_51,0.009611661866301384
AL_186,-0.009564354422299401
AL_14,-0.009356392518556685
AL_224,-0.008958962608331462
AL_169,-0.008841067850155584
AL_172,-0.00864878104021329
AL_64,-0.00826801750442975
AL_157,0.007561982014034067
AL_311,-0.006988162546481326
AL_306,-0.006723980547750712
AL_98,-0.006716857460779596
AL_42,0.005820174842523623
AL_260,0.005806364894755455
AL_105,-0.005077993822298857
AL_261,0.004762603735662778
AL_75,-0.004563371665464599
AL_198,0.003985777471930714
AL_317,-0.0037986339543023807
AL_242,0.003370969595631588
AL_70,0.0032037112377739643
AL_226,-0.00300279091545511
AL_127,0.0029212617904740977
AL_99,0.0024013942542818406
AL_66,0.0021066284598486446
AL_88,0.0020563955186458636
AL_178,-0.0020134728921292018
AL_310,-0.0014890821445552069
AL_234,0.0008129483711193508
AL_151,-0.000748815172265781
AL_100,-0.0005798672344817315
AL_19,8.986605479249978e-05
