,count,unique,top,freq,mean,std,min,25%,50%,75%,max
AL_38,14.0,,,,0.00022589155581611897,0.00038062720166033283,6.003480170718168e-08,6.429712929926956e-06,2.382583451134208e-05,0.0001490389694307563,0.0009278186286187
AL_39,156.0,,,,0.419933609137112,0.4789166377388043,0.0,0.0,0.0,1.0,1.0
AL_40,156.0,,,,0.00013514780381976136,0.00032940264517935863,7.537205400767727e-32,2.1546999139547177e-09,4.000616350022469e-06,6.832578548019981e-05,0.0020535985890062
AL_41,156.0,,,,0.9743589743589743,0.15857095486056988,0.0,1.0,1.0,1.0,1.0
AL_42,156.0,,,,0.41597687114648163,0.4746330604455,0.0,0.0,0.0,1.0,1.0
AL_43,156.0,,,,0.00018509823733441264,0.0004675580144667348,3.506166108660429e-27,4.700510416064312e-09,3.0253931493816145e-06,0.0001375194184075,0.0040085002134316
AL_44,156.0,,,,0.9807692307692307,0.13777746649199518,0.0,1.0,1.0,1.0,1.0
AL_45,156.0,,,,0.068700672822387,0.11582858339878443,5.014439301850424e-28,0.00022627790386495,0.0864072403479035,0.09998164027760931,1.0
AL_46,156.0,,,,0.00029751828603511815,0.0008741702417866281,5.810425323994458e-30,8.900046587798767e-09,3.7134280676636556e-06,0.00010133916435485,0.0065157871895772
AL_47,156.0,,,,0.9871794871794872,0.11286186173625715,0.0,1.0,1.0,1.0,1.0
AL_48,156.0,,,,0.45718410413079114,0.47172061108197005,0.0,0.0,0.2792404180959134,1.0,1.0
AL_49,156.0,,,,0.00034714934890743923,0.0010153695879755362,1.3910952926033825e-25,2.4243508241391416e-09,1.0223694725953493e-06,0.0001077819716256,0.0060590324448763
AL_50,156.0,,,,0.6666666666666666,0.4729227357386137,0.0,0.0,1.0,1.0,1.0
AL_51,156.0,,,,0.45334624996194817,0.4706991065510583,0.0,0.0,0.17619065966480457,1.0,1.0
AL_52,156.0,,,,0.00040878582938236454,0.001059380813968511,2.3920130665225586e-22,1.0125398459791888e-08,3.3313168972720415e-06,0.0002332884831395,0.0084061840614286
AL_53,156.0,,,,0.7564102564102564,0.43063036873259714,0.0,1.0,1.0,1.0,1.0
AL_54,156.0,,,,0.6135849358721173,0.4804802086893148,0.0,0.0,1.0,1.0,1.0
AL_55,156.0,,,,6.21151863879121e-05,0.00016414842779697666,1.1605663574149437e-22,1.144539870458857e-07,8.43141369896256e-06,5.4778242754525225e-05,0.0017274317774937
AL_56,156.0,,,,0.8974358974358975,0.30436580663972007,0.0,1.0,1.0,1.0,1.0
AL_57,156.0,,,,0.12063246806263504,0.23725426004867775,2.414668847573351e-20,0.0010631480029325,0.0900191754523944,0.09999953068031887,1.0
AL_58,156.0,,,,4.625174280131406e-05,0.00012026200245307679,4.04034377929786e-41,5.060730107484161e-10,6.282444825860675e-07,1.4663263913458075e-05,0.0008054632524361
AL_59,156.0,,,,0.8846153846153846,0.3205144747682702,0.0,1.0,1.0,1.0,1.0
AL_60,156.0,,,,0.10091380662551186,0.22227619080576072,3.532731714426779e-21,3.750147769417883e-05,0.0520287517240217,0.09999479091523367,1.0
AL_61,156.0,,,,3.7200532651193426e-05,0.00014787951951877797,7.033674212549226e-46,6.145443694226433e-10,2.3270105439940695e-07,8.356405921486685e-06,0.0014754098360759
AL_62,156.0,,,,0.9166666666666666,0.27727553161090057,0.0,1.0,1.0,1.0,1.0
AL_63,156.0,,,,0.357775564947672,0.3833404516457298,0.0,0.0,0.2033662143524177,0.677552128628264,1.0
AL_64,156.0,,,,5.849347560571394e-05,0.000172872332833159,1.0871593205979177e-23,9.324776270477143e-11,3.364108564217792e-07,2.131393271651668e-05,0.0012885795739842
AL_65,156.0,,,,0.9230769230769231,0.2673275516124678,0.0,1.0,1.0,1.0,1.0
AL_66,156.0,,,,0.05260731306112451,0.08946123884532604,1.2542656352897245e-23,8.867814291206292e-06,0.0241968219982907,0.09994279891235612,1.0
AL_67,156.0,,,,6.913146326181206e-05,0.00019518939571213398,3.9245873584879175e-27,7.394360776044293e-11,6.439464942344818e-07,4.680042973209697e-05,0.0016257814918434
AL_68,156.0,,,,0.7064671311440508,0.45567873340163867,0.0,0.0,1.0,1.0,1.0
AL_69,156.0,,,,0.0710726517879124,0.13383856211088943,1.6136663654599705e-22,0.00046847363236597497,0.0650584623356899,0.09997164908652485,1.0
AL_70,156.0,,,,3.207790930129255e-05,0.00018076164764569574,1.3339150419658188e-36,2.3499405087498956e-10,1.396338692999934e-07,6.1847190522464564e-06,0.0021351864340362
AL_71,156.0,,,,0.9157506029506255,0.2772345019573148,0.0,1.0,1.0,1.0,1.0
AL_72,156.0,,,,0.6177042822468584,0.4795393036714181,0.0,0.0,1.0,1.0,1.0
AL_73,156.0,,,,5.5037964372406064e-05,0.00013866300695011214,4.098631105340967e-33,5.728099508938919e-09,1.1204865034597443e-05,5.8301714297309814e-05,0.0014475660006451
AL_74,156.0,,,,0.9166666666666666,0.2772755316109005,0.0,1.0,1.0,1.0,1.0
AL_75,144.0,,,,0.6446072083539733,0.47626117867421275,0.0,0.0,1.0,1.0,1.0
AL_76,144.0,,,,0.00013079560269653443,0.00032478581681815485,9.962696404100953e-19,3.918850889449938e-08,1.668600040573865e-05,7.058149845560625e-05,0.0017291362174107
AL_77,144.0,,,,0.7013888888888888,0.45924628295409037,0.0,0.0,1.0,1.0,1.0
AL_78,144.0,,,,0.6768846442169749,0.4674384972283985,0.0,0.0,1.0,1.0,1.0
AL_79,144.0,,,,6.254372997857295e-05,0.00013537803683075908,1.8342e-06,5.507024851253139e-06,1.4479130033754656e-05,4.5250622692953436e-05,0.0009477000028032
AL_80,144.0,,,,1.0,0.0,1.0,1.0,1.0,1.0,1.0
AL_81,144.0,,,,0.4852796434125018,0.46257107706594197,0.0,0.0,0.4211194161648554,1.0,1.0
AL_82,144.0,,,,3.458438337322981e-05,9.250105958920429e-05,3.4791785475170734e-25,3.2973203787464684e-11,1.531342526927941e-06,2.192442374366947e-05,0.0007886951014289
AL_83,144.0,,,,0.5833333333333334,0.4947274449181537,0.0,0.0,1.0,1.0,1.0
AL_84,144.0,,,,0.17798621884958013,0.33339300794230775,2.0828945319154364e-20,1.22399661683161e-05,0.061966034501810346,0.0999946707328149,1.0
AL_85,144.0,,,,0.00012015189891701028,0.00028979457698980734,1.2924666787316978e-29,2.6168463336753526e-09,5.466168568676753e-06,0.0001161958041377,0.0024273000093538
AL_86,144.0,,,,0.5902777777777778,0.49349891696049447,0.0,0.0,1.0,1.0,1.0
AL_87,144.0,,,,0.7040560130931605,0.44509700506767236,0.0,0.0,1.0,1.0,1.0
AL_88,144.0,,,,5.5186052753837116e-05,0.00017025077478195267,7.543594203132147e-17,3.2167127219923134e-06,8.998403331272407e-06,3.817794048900243e-05,0.0016825669426187
AL_89,144.0,,,,0.8194444444444444,0.3859920970562726,0.0,1.0,1.0,1.0,1.0
AL_90,144.0,,,,0.5128009475655743,0.46529227653941935,0.0,0.0,0.5125915657225273,1.0,1.0
AL_91,144.0,,,,5.4044537108493606e-05,0.0001354266080919719,5.4703216826688394e-24,1.3194880328814473e-08,4.1925849177939965e-06,4.641232148211226e-05,0.0010630165429531
AL_92,144.0,,,,0.6597222222222222,0.47545626881834624,0.0,0.0,1.0,1.0,1.0
AL_93,144.0,,,,0.6463758025156406,0.47513309704858575,0.0,0.0,1.0,1.0,1.0
AL_94,144.0,,,,0.00024176363922895577,0.0004587236528580262,3.504606445237598e-06,2.1600015320430207e-05,6.558387815232741e-05,0.000228429983880225,0.0025665438373645
AL_95,144.0,,,,0.9652777777777778,0.1837143741000449,0.0,1.0,1.0,1.0,1.0
CAT_2,144,7,AllofUs_EUR,62,,,,,,,
AL_96,144.0,,,,0.12090593349263873,0.253643989890977,8.499549352696352e-28,0.000195105334992725,0.0613973598830366,0.09997713890221212,1.0
AL_97,144.0,,,,5.5190687176501864e-05,0.00023472447311163446,6.139100957353639e-26,4.136544332967467e-10,1.0939902827637341e-07,1.0416951953144091e-05,0.0025146000000015
AL_98,144.0,,,,0.5416666666666666,0.5,0.0,0.0,1.0,1.0,1.0
CAT_3,361,4,G/G,113,,,,,,,
CAT_4,361,4,G/G,113,,,,,,,
EK_1,361.0,,,,5.660858491431217,0.36287715184238156,2.913377868396616,5.435094894407192,5.6923405789406125,5.865503624997672,6.17
EK_2,361.0,,,,4.670457304091608,2.292981348454961,-10.8,4.849433087398839,5.446313223181701,5.764344527605155,6.17
EK_3,194.0,,,,2.542272588320347,2.156625929755384,-7.542330220794486,2.4539323814021436,3.480102732859349,3.8624819710621496,5.81
AL_99,202.0,,,,0.5210562473864635,0.49125829746163624,0.0,0.0,0.8827515066954328,1.0,1.0
AL_100,202.0,,,,0.0001676327020826493,0.000405991790097579,6.125310451419513e-38,2.3788886636300847e-07,9.571514858853681e-06,6.566567287599985e-05,0.0025398331568015
AL_101,202.0,,,,1.0,0.0,1.0,1.0,1.0,1.0,1.0
AL_102,202.0,,,,0.6733346223220085,0.46438015914464664,0.0,0.0,1.0,1.0,1.0
AL_103,202.0,,,,3.1473192180059994e-05,0.00010800050162768375,5.4747e-07,1.4642150432047392e-06,4.391584513267451e-06,1.816459333754592e-05,0.0012177206157097
AL_104,202.0,,,,1.0,0.0,1.0,1.0,1.0,1.0,1.0
AL_105,202.0,,,,0.049101045711588416,0.045172840783365045,3.661939727660472e-22,8.051228974701038e-05,0.04296243494198835,0.09979192547421062,0.1
AL_106,202.0,,,,0.00015156589243369461,0.00036548360025840304,2.2627821122579525e-24,2.5452645913249865e-09,7.603279742463267e-07,5.275633128293302e-05,0.0020610248060219
AL_107,202.0,,,,1.0,0.0,1.0,1.0,1.0,1.0,1.0
AL_108,202.0,,,,0.384596688120722,0.4517520655888193,0.0,0.0,0.0,1.0,1.0
AL_109,202.0,,,,0.00011413224537165566,0.0005128993383414459,1.1095832039111317e-23,1.2584418173915305e-07,6.1476837690935915e-06,4.420800962851892e-05,0.0057879000535584
AL_110,202.0,,,,1.0,0.0,1.0,1.0,1.0,1.0,1.0
AL_111,202.0,,,,0.6596329882908429,0.46891991192403176,0.0,0.0,1.0,1.0,1.0
AL_112,202.0,,,,3.642743826570499e-05,0.00013481641765731203,1.0470339628855656e-33,8.521727996423881e-07,3.732476941577332e-06,2.1029210682179088e-05,0.0015165224172189
AL_113,202.0,,,,1.0,0.0,1.0,1.0,1.0,1.0,1.0
AL_114,202.0,,,,0.5241620437255706,0.47157271756739755,0.0,0.0,0.5799985573167876,1.0,1.0
AL_115,202.0,,,,5.318085220657576e-05,0.00021733364482331624,2.848777740468483e-29,6.260651023466083e-07,5.900354881428274e-06,1.9881073216866328e-05,0.0022398458507225
AL_116,202.0,,,,1.0,0.0,1.0,1.0,1.0,1.0,1.0
AL_117,202.0,,,,0.26559245513291196,0.35124259026799826,5.4539796215522146e-18,0.015863842686891377,0.09998323969917944,0.42195256204327697,1.0
AL_118,202.0,,,,2.8623984618820887e-05,5.6826545154323737e-05,5.221514953874115e-19,5.798049985691526e-08,6.0112528467888255e-06,2.98934436197925e-05,0.0003352070073597
AL_119,202.0,,,,1.0,0.0,1.0,1.0,1.0,1.0,1.0
AL_120,202.0,,,,0.7109620542042838,0.45314305804087107,0.0,0.0,1.0,1.0,1.0
AL_121,202.0,,,,3.693037863083565e-05,0.00013071034887091455,7.951376172594914e-14,1.1332263945349145e-06,4.305310281587784e-06,1.932488254746174e-05,0.0014931002538234
AL_122,202.0,,,,1.0,0.0,1.0,1.0,1.0,1.0,1.0
AL_123,202.0,,,,0.0895118328731511,0.12076443997492284,8.188762816381519e-19,0.001436279820862075,0.09502717438610694,0.0999999999999999,1.0
AL_124,202.0,,,,0.00011885871023817196,0.00041783082389659787,5.0533493782737855e-27,8.073749379889348e-08,8.072584158526869e-06,5.768114630682229e-05,0.004043902450152
AL_125,202.0,,,,1.0,0.0,1.0,1.0,1.0,1.0,1.0
AL_126,202.0,,,,0.23785561952395676,0.3211710174789808,3.6229288324158584e-20,0.018297343559904325,0.09993731060938449,0.315660000198233,1.0
AL_127,202.0,,,,3.1350437935392285e-05,6.710492839858689e-05,4.616437724738305e-32,2.8819902232701556e-09,3.3956580367094364e-06,3.306685793737262e-05,0.0005533909601353
AL_128,202.0,,,,1.0,0.0,1.0,1.0,1.0,1.0,1.0
AL_129,202.0,,,,0.08030338724253121,0.10945374958238133,2.4553095796766575e-20,0.003229475857567925,0.08786362958692935,0.09999999941247664,1.0
AL_130,202.0,,,,3.660408625727301e-05,0.00017094995873369572,1.7439710610339006e-24,8.690672704872049e-09,1.9985462286428794e-06,2.3534412277830946e-05,0.002330996367657
AL_131,202.0,,,,1.0,0.0,1.0,1.0,1.0,1.0,1.0
AL_132,202.0,,,,0.6465090439701159,0.47439267656732725,0.0,0.0,1.0,1.0,1.0
AL_133,202.0,,,,3.4657957231479056e-05,0.00011940169061094832,5.308498606965309e-21,8.432375413616731e-07,3.8076574129982682e-06,2.1832126720667417e-05,0.0013014790032051
AL_134,202.0,,,,1.0,0.0,1.0,1.0,1.0,1.0,1.0
AL_135,202.0,,,,0.51264325105651,0.4854339077566061,0.0,0.0,0.5697272995639571,1.0,1.0
AL_136,202.0,,,,9.025899928112402e-05,0.00022095286606594607,2.539170180398454e-25,4.480520561965246e-08,1.0111613225099045e-05,5.680575437227341e-05,0.0014301162027278
AL_137,202.0,,,,1.0,0.0,1.0,1.0,1.0,1.0,1.0
AL_138,202.0,,,,0.41163888281307454,0.4295254507645016,0.0,0.0,0.2637116833307508,1.0,1.0
AL_139,202.0,,,,1.2837718387624376e-05,3.51668483152765e-05,7.837919420099761e-33,6.3866012267154496e-09,8.929079446440305e-07,9.06761908870339e-06,0.0003148966935987
AL_140,202.0,,,,1.0,0.0,1.0,1.0,1.0,1.0,1.0
AL_141,202.0,,,,0.14380295976773896,0.24313463591514148,2.9829325212063008e-24,0.002669588708875325,0.08985217213998725,0.09999999988180769,1.0
AL_142,202.0,,,,2.140799515915919e-05,8.900166054896676e-05,4.270433816333908e-29,1.5117849564514766e-10,1.0256297323556537e-06,1.7175336348290475e-05,0.0012042000000002
AL_143,202.0,,,,1.0,0.0,1.0,1.0,1.0,1.0,1.0
AL_144,202.0,,,,0.6024790061033518,0.47500249361416613,0.0,0.0,1.0,1.0,1.0
AL_145,202.0,,,,4.732167030669641e-05,0.00019494729448858944,6.048474961326448e-18,3.2651900264118194e-07,4.166318464275406e-06,2.3965796728422503e-05,0.0022799462364348
AL_146,202.0,,,,1.0,0.0,1.0,1.0,1.0,1.0,1.0
AL_147,202.0,,,,0.23416703186023566,0.3408447398333213,4.622434228133494e-19,0.0026674041632055,0.09997862927455325,0.22510380533286317,1.0
AL_148,202.0,,,,4.030656129678632e-05,0.00014853004691172306,2.1980173242298964e-28,2.650569962090123e-09,3.154242849276038e-06,3.7896305783363106e-05,0.0018945000061671
AL_149,202.0,,,,1.0,0.0,1.0,1.0,1.0,1.0,1.0
AL_150,202.0,,,,0.17366027792704258,0.2530064490928773,1.68849638279104e-22,0.002470521901036125,0.0998406202975926,0.1532202008697428,1.0
AL_151,202.0,,,,5.960885873023687e-05,0.0002933155464709101,2.6239531281457447e-29,1.5010679284614077e-08,3.960481020448631e-06,3.692008700062037e-05,0.0037467589750508
AL_152,202.0,,,,1.0,0.0,1.0,1.0,1.0,1.0,1.0
AL_153,202.0,,,,0.41712726695115737,0.4441801714889967,0.0,0.0,0.2071673485679739,1.0,1.0
AL_154,202.0,,,,1.344236699994959e-05,3.662916557793833e-05,5.659311516577193e-38,8.236404060991784e-10,7.688065070540985e-07,1.0625129932380279e-05,0.0003146400000124
AL_155,202.0,,,,1.0,0.0,1.0,1.0,1.0,1.0,1.0
AL_156,202.0,,,,0.486927545018325,0.4816725461248232,0.0,0.0,0.4061733408599061,1.0,1.0
AL_157,202.0,,,,0.00014677299282827894,0.0003905747325801633,5.29978589493248e-28,8.680222382651081e-09,7.377797615079334e-06,7.475212596325619e-05,0.0025894830120628
AL_158,202.0,,,,1.0,0.0,1.0,1.0,1.0,1.0,1.0
AL_159,202.0,,,,0.4214374532762354,0.44024674267802777,0.0,0.0,0.22194874807343307,1.0,1.0
AL_160,202.0,,,,5.0575040827213995e-05,0.0002707497317796741,2.188053562158844e-25,1.6919428539641423e-07,3.546936325189146e-06,2.7385855837124114e-05,0.003741486348084
AL_161,202.0,,,,1.0,0.0,1.0,1.0,1.0,1.0,1.0
AL_162,202.0,,,,0.1714825125821582,0.2689736816283702,5.745316526877485e-15,0.01759884680693155,0.09770927474433069,0.10334655909435797,1.0
AL_163,202.0,,,,3.324057796921722e-05,0.0001638996494002454,2.3617589168543907e-29,1.0226872455299287e-08,1.238419059597322e-06,1.2374726454916869e-05,0.0021573000065361
AL_164,202.0,,,,1.0,0.0,1.0,1.0,1.0,1.0,1.0
AL_165,202.0,,,,0.5339554726874673,0.44584032229065346,0.0,0.0,0.5911663160557498,1.0,1.0
AL_166,202.0,,,,2.1160341191559825e-05,9.74024363626541e-05,1.5657902225411065e-33,4.6278562802170165e-10,1.180779163082284e-06,1.3217934917832622e-05,0.0013019184311904
AL_167,202.0,,,,1.0,0.0,1.0,1.0,1.0,1.0,1.0
AL_168,202.0,,,,0.13230362688341077,0.2327306840232652,6.734237836501028e-17,0.0031934868326663,0.0946642370500536,0.09999999999929708,1.0
AL_169,202.0,,,,4.122051836812203e-05,0.00011442937857887373,4.690038084669619e-32,6.049690672820013e-09,1.9045908975590115e-06,2.794719997082155e-05,0.0010782016152191
AL_170,202.0,,,,1.0,0.0,1.0,1.0,1.0,1.0,1.0
AL_171,202.0,,,,0.375249625719793,0.40998367498866606,0.0,0.0,0.1974808584497849,0.8561022826066799,1.0
AL_172,202.0,,,,2.225216512459856e-05,5.995870892215992e-05,2.7566258856815297e-26,2.7102961214906657e-08,1.6574688038700314e-06,1.2743418394229137e-05,0.00044028
AL_173,202.0,,,,1.0,0.0,1.0,1.0,1.0,1.0,1.0
AL_174,202.0,,,,0.13717542147583264,0.21924080203096116,1.4907911673793808e-22,0.003548166437810975,0.0928582828963514,0.1,1.0
AL_175,202.0,,,,0.0001383670016794531,0.000368236054582362,2.9123870657036467e-36,6.51250279609445e-08,5.877308308153362e-06,0.00010507510852502499,0.0027042821336644
AL_176,202.0,,,,1.0,0.0,1.0,1.0,1.0,1.0,1.0
AL_177,202.0,,,,0.5179275424768996,0.4584278518211059,0.0,0.0,0.5836678189734854,1.0,1.0
AL_178,202.0,,,,2.9979694637325015e-05,8.377532235396854e-05,2.4276761027020772e-26,1.648899965992474e-07,5.3988596966691946e-06,1.939717455983963e-05,0.0008230500006629
AL_179,202.0,,,,1.0,0.0,1.0,1.0,1.0,1.0,1.0
AL_180,202.0,,,,0.5802879091081787,0.4863794799295884,0.0,0.0,1.0,1.0,1.0
AL_181,202.0,,,,0.00015443189166324718,0.0003851727954582911,8.846453058468459e-30,1.8608752940137903e-07,1.1173557757777118e-05,0.0001059848829066,0.0025709409296425
AL_182,202.0,,,,1.0,0.0,1.0,1.0,1.0,1.0,1.0
AL_183,119.0,,,,0.6742211260400197,0.4607548843988772,0.0,0.0,1.0,1.0,1.0
AL_184,119.0,,,,6.022515917212498e-05,0.00011112687024619528,3.40020396e-06,6.80395249661634e-06,1.7001514477802976e-05,5.3780945170469726e-05,0.0006903030944057
AL_185,119.0,,,,264690.0,0.0,264690.0,264690.0,264690.0,264690.0,264690.0
CAT_5,361,4,G/G,113,,,,,,,
AL_186,273.0,,,,0.0003547171993957719,0.0007937550651078917,7.6275000450211e-07,2.167359173076053e-05,8.397440764797673e-05,0.0002793358900005,0.006658337590493
AL_187,130.0,,,,0.670411206904304,0.4468484381508538,0.0,0.041983737320382825,1.0,1.0,1.0
AL_188,130.0,,,,3.641045464689395e-05,7.340296275552922e-05,1.0283559968991612e-20,1.2860815525529023e-06,9.081423363757115e-06,3.434466244708484e-05,0.0005429520000643
AL_189,130.0,,,,0.419680617537939,0.4163087665387795,0.0,0.0,0.34172777621366374,0.9349873336531784,1.0
AL_190,130.0,,,,0.0001025503388426328,0.000261494645781103,1.0503426992264686e-20,1.4727975436983596e-09,2.6587017780142716e-06,9.414969453386253e-05,0.001816502477168
AL_191,130.0,,,,1.0,0.0,1.0,1.0,1.0,1.0,1.0
AL_192,130.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL_193,130.0,,,,0.19882023292894618,0.34774396729891827,3.4566335927733404e-27,0.000448608866305825,0.08036086133088025,0.09999974580992567,1.0
AL_194,130.0,,,,2.416876902228291e-05,7.350716269990045e-05,6.484088608721149e-33,4.012552014036573e-10,1.2069171425328697e-07,7.63412033607222e-06,0.0006311359377964
AL_195,130.0,,,,1.0,0.0,1.0,1.0,1.0,1.0,1.0
AL_196,130.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL_197,130.0,,,,1.0,0.0,1.0,1.0,1.0,1.0,1.0
AL_198,130.0,,,,0.09136295586855982,0.20552841594443236,1.5251403107567545e-30,3.33456417764638e-05,0.0503590871027342,0.0999968819765371,1.0
AL_199,130.0,,,,0.0001488458881451659,0.0006263632345794602,2.629990210041896e-34,8.058589705989667e-11,9.151062047678146e-07,4.276251947622447e-05,0.005043105
AL_200,130.0,,,,1.0,0.0,1.0,1.0,1.0,1.0,1.0
AL_201,130.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL_202,130.0,,,,0.17199277252889475,0.3056740929292821,5.382032948281304e-23,0.0044405854737426,0.09928049802048824,0.09999999611905061,1.0
