,count,unique,top,freq,mean,std,min,25%,50%,75%,max
AL_25,122.0,,,,0.014537384359565081,0.05124619601322416,7.631425070696536e-39,8.750334689605286e-07,0.0002492314406435,0.005727538101111576,0.5175818884981543
AL_26,222.0,,,,0.012803773834148529,0.04903106993991382,2.2445474178527202e-14,3.984037695357165e-05,0.000815929067846,0.00858572838827745,0.675855692935607
CAT_1,222,26,gnomADe_NFE,68,,,,,,,
AL_27,39.0,,,,0.6098486936796039,0.4896322354471418,0.0,0.0,1.0,1.0,1.0
AL_28,39.0,,,,0.024268708919392406,0.08860020365879474,0.0001797129913575,0.0005645610885856,0.0028767126926202,0.0184365290078825,0.5558860388339301
AL_29,39.0,,,,0.5095456554461423,0.5035411224298987,0.0,0.0,0.8722805623995484,1.0,1.0
AL_30,39.0,,,,0.025682739077140193,0.05413652439427848,1.4119197378350943e-14,0.00068078672266385,0.0016235582496835,0.026528618142137653,0.3015015430580734
AL_31,39.0,,,,0.6556411709621833,0.4657236887639949,0.0,0.0,1.0,1.0,1.0
AL_32,39.0,,,,0.02928372928147551,0.09861051429875076,2.60990133740949e-14,1.2522398400111535e-05,0.0045470504961696,0.0205414570099507,0.6146974067392627
AL_33,39.0,,,,0.6410256410256411,0.48597051498058946,0.0,0.0,1.0,1.0,1.0
AL_34,39.0,,,,0.02857074024183131,0.08547123932406091,4.045725354998496e-25,3.055517432654324e-07,0.0036122280346564,0.0225022120409452,0.5276786645285113
AL_35,39.0,,,,0.594350352262462,0.49352218930254016,0.0,0.0,1.0,1.0,1.0
AL_36,39.0,,,,0.02582477482727418,0.10248941624240672,9.809734771451072e-15,0.00059079709354515,0.0020248321272406,0.01634134185012355,0.6432406455243275
AL_37,39.0,,,,0.48914565997012627,0.49333393722958196,0.0,0.0,0.5342733680339927,1.0,1.0
AL_38,39.0,,,,0.02308643247420647,0.0761100558325135,7.15599374219024e-22,2.917575304119358e-05,0.0012562711068471,0.00791617796692135,0.4575847216942831
AL_39,242.0,,,,0.5479207626620316,0.4957389296152678,0.0,0.0,1.0,1.0,1.0
AL_40,242.0,,,,0.008462771607816858,0.0239435201930274,7.1166952428405805e-22,4.219027561859361e-07,0.00018189909491845,0.0051938249580832,0.2837514750982894
AL_41,242.0,,,,0.9958677685950413,0.0642824346533225,0.0,1.0,1.0,1.0,1.0
AL_42,242.0,,,,0.5330578512396694,0.4999399847387603,0.0,0.0,1.0,1.0,1.0
AL_43,242.0,,,,0.009420425331844905,0.026902598459876012,1.3401666338915368e-29,1.5187949766507127e-06,0.00027208998240809996,0.0048814959756023,0.3067645126725959
AL_44,242.0,,,,1.0,0.0,1.0,1.0,1.0,1.0,1.0
AL_45,242.0,,,,0.4604553128041116,0.46033202652002414,0.0,0.0,0.3580069442364102,1.0,1.0
AL_46,242.0,,,,0.010475029174340424,0.02362784489777318,1.1904089115950296e-35,1.9595794086639232e-07,0.00031577724006605,0.010348408528704701,0.1719585558704864
AL_47,242.0,,,,1.0,0.0,1.0,1.0,1.0,1.0,1.0
AL_48,242.0,,,,0.42384711550916027,0.4918639832553448,0.0,0.0,0.0,1.0,1.0
AL_49,242.0,,,,0.009663990276339065,0.03837023271055447,3.0889569344074158e-28,6.996380828478256e-08,0.00013095973005635,0.006436484448772325,0.5419644766592181
AL_50,242.0,,,,0.8744212581598283,0.33057097828245346,0.0,1.0,1.0,1.0,1.0
AL_51,242.0,,,,0.47866871509925785,0.4960112678877347,0.0,0.0,0.0,1.0,1.0
AL_52,242.0,,,,0.013605860706479359,0.041539285925085594,4.0304014298207195e-34,3.635198975234825e-07,0.00036180662224594997,0.010692877636665824,0.5603315343727023
AL_53,242.0,,,,0.871900826446281,0.33489284605611264,0.0,1.0,1.0,1.0,1.0
AL_54,242.0,,,,0.5165289256198347,0.5007624240934049,0.0,0.0,1.0,1.0,1.0
AL_55,242.0,,,,0.010271558524077922,0.04514420473152702,3.686862433047137e-20,8.135537772560308e-06,0.0002273131297747,0.00466319210483575,0.6631064314951169
AL_56,242.0,,,,0.9669421487603306,0.17915821133606913,0.0,1.0,1.0,1.0,1.0
AL_57,242.0,,,,0.4883299988757349,0.49701941400480315,0.0,0.0,0.0,1.0,1.0
AL_58,242.0,,,,0.008743366918190843,0.03626484135763956,5.979007211939719e-28,1.347023332373675e-07,0.00019743972167225,0.005034612661301025,0.5214071856312792
AL_59,242.0,,,,0.9917355371900827,0.09072028677816621,0.0,1.0,1.0,1.0,1.0
AL_60,242.0,,,,0.4943743800963614,0.4982837510822364,0.0,0.0,0.17827499340505035,1.0,1.0
AL_61,242.0,,,,0.009360089291264454,0.04060625026582848,1.0564548075676945e-21,1.097101552148196e-07,0.0001513734759887,0.00527630877587175,0.5951849609194042
AL_62,242.0,,,,0.9917355371900827,0.09072028677816621,0.0,1.0,1.0,1.0,1.0
AL_63,242.0,,,,0.5468523748491034,0.4958886641137381,0.0,0.0,1.0,1.0,1.0
AL_64,242.0,,,,0.010755491204849423,0.046529104847420295,3.156188014068365e-29,2.1940060297427584e-06,0.0004714107706521,0.0057084728822641,0.683287246997053
AL_65,242.0,,,,0.9421487603305785,0.23394579154197148,0.0,1.0,1.0,1.0,1.0
AL_66,242.0,,,,0.4840054945312911,0.485643261776574,0.0,0.0,0.28141136766689334,1.0,1.0
AL_67,242.0,,,,0.0075236563774082835,0.029020969767629207,5.6831413097652434e-27,7.18184307532648e-08,8.525166910667645e-05,0.003458167599560775,0.3903224563601931
AL_68,242.0,,,,0.9256198347107438,0.262932370844951,0.0,1.0,1.0,1.0,1.0
AL_69,242.0,,,,0.518503491605752,0.49748177833097096,0.0,0.0,1.0,1.0,1.0
AL_70,242.0,,,,0.009582106602762673,0.030852104398202,9.08753593314934e-31,1.5201457108808937e-07,0.00014849972547345,0.00457700419096955,0.39218352105441
AL_71,242.0,,,,0.9380165289256198,0.24162527084287638,0.0,1.0,1.0,1.0,1.0
AL_72,242.0,,,,0.5371900826446281,0.499648379500777,0.0,0.0,1.0,1.0,1.0
AL_73,242.0,,,,0.010323691681331638,0.04384961368515425,1.9699407590730453e-34,8.224084267940417e-06,0.00021606190661714998,0.005215612954643175,0.6429810281418848
AL_74,242.0,,,,0.9793388429752066,0.1425420403135406,0.0,1.0,1.0,1.0,1.0
AL_75,139.0,,,,0.6330935251798561,0.4837037794581729,0.0,0.0,1.0,1.0,1.0
AL_76,139.0,,,,0.009859366951531395,0.03356154480700356,3.828061622803599e-23,8.410843486985455e-06,0.000377815180553,0.00422928997396775,0.3456234203151167
AL_77,139.0,,,,0.7122302158273381,0.45436058457960266,0.0,0.0,1.0,1.0,1.0
AL_78,139.0,,,,0.5107913669064749,0.5016914357815209,0.0,0.0,1.0,1.0,1.0
AL_79,139.0,,,,0.012834618101085644,0.05226783244588686,1.8342000000005488e-06,1.607559285162759e-05,0.0002665810095367,0.0059224721033788,0.5798733932728521
AL_80,139.0,,,,1.0,0.0,1.0,1.0,1.0,1.0,1.0
AL_81,139.0,,,,0.6115107913669064,0.4891695323754758,0.0,0.0,1.0,1.0,1.0
AL_82,139.0,,,,0.013431990263291286,0.05628021571772446,7.548050842555337e-29,3.8287829431248274e-05,0.0006483357225197,0.0081653457933256,0.6319087362920017
AL_83,139.0,,,,0.7410071942446043,0.4396660375620898,0.0,0.0,1.0,1.0,1.0
AL_84,139.0,,,,0.6472694040592567,0.4793311310417451,0.0,0.0,1.0,1.0,1.0
AL_85,139.0,,,,0.015302336742268106,0.04900848690173912,1.4804480238073675e-25,1.5379201935663997e-06,0.0004264848766026,0.00966380481669945,0.5221329234701849
AL_86,139.0,,,,0.6187050359712231,0.4874613838772838,0.0,0.0,1.0,1.0,1.0
AL_87,139.0,,,,0.5323741007194245,0.5007553464572555,0.0,0.0,1.0,1.0,1.0
AL_88,139.0,,,,0.01287405678268534,0.05904365516569869,2.2275140155752096e-18,9.016334785364127e-06,0.0001873287158006,0.0071084066142923005,0.6672601222418283
AL_89,139.0,,,,0.8776978417266187,0.32881940011784405,0.0,1.0,1.0,1.0,1.0
AL_90,139.0,,,,0.540855095757435,0.4990652253616978,0.0,0.0,1.0,1.0,1.0
AL_91,139.0,,,,0.012991137622693877,0.05419979783815753,1.5030464336514632e-22,3.0087338749640756e-05,0.0008234451363281,0.0098267684142444,0.6139151990178887
AL_92,139.0,,,,0.7482014388489209,0.4356159254327927,0.0,0.5,1.0,1.0,1.0
AL_93,139.0,,,,0.6115107913669064,0.4891695323754758,0.0,0.0,1.0,1.0,1.0
AL_94,139.0,,,,0.017550983930714154,0.06098303185893064,3.504605674576051e-06,6.085049829111693e-05,0.0007605188434451,0.01401740936192015,0.6674324086273306
AL_95,139.0,,,,0.9424460431654677,0.23374035429720652,0.0,1.0,1.0,1.0,1.0
CAT_2,139,7,AllofUs_EUR,52,,,,,,,
AL_96,139.0,,,,0.52561033049676,0.5007427514046915,0.0,0.0,1.0,1.0,1.0
AL_97,139.0,,,,0.010620213761347561,0.04312322261143505,1.393825888435406e-26,5.635649960599401e-07,0.0002623709093895,0.0043345472487155996,0.4686468860150102
AL_98,139.0,,,,0.5755395683453237,0.4960484032335322,0.0,0.0,1.0,1.0,1.0
CAT_3,365,5,G/G,96,,,,,,,
CAT_4,365,5,G/G,96,,,,,,,
EK_1,365.0,,,,5.428462897139869,0.5692812754131779,1.87,5.217555276845018,5.520249290150531,5.8157901268442185,6.17
EK_2,365.0,,,,4.404692965211168,2.3481296205325917,-8.57583034845228,4.265678424381662,5.215234681419561,5.6679149812971295,6.17
EK_3,259.0,,,,3.432603389607437,2.7492497994008893,-11.310336821583435,2.8175164471870486,4.053058331474163,5.12302637757251,6.5
AL_99,183.0,,,,0.5573770491803278,0.49805964702818295,0.0,0.0,1.0,1.0,1.0
AL_100,183.0,,,,0.01275042290449179,0.035088486426457975,2.2301930608372082e-17,2.6671649062406343e-05,0.0007794247620184,0.0097968071550813,0.3918614060295551
AL_101,183.0,,,,1.0,0.0,1.0,1.0,1.0,1.0,1.0
AL_102,183.0,,,,0.5245901639344263,0.5007650425247435,0.0,0.0,1.0,1.0,1.0
AL_103,183.0,,,,0.010828250546231297,0.0492089586693497,5.47470001137251e-07,6.670841746323197e-06,0.000341903260896,0.005099617870180401,0.6375607881862031
AL_104,183.0,,,,1.0,0.0,1.0,1.0,1.0,1.0,1.0
AL_105,183.0,,,,0.45997705377986325,0.49896579341242153,0.0,0.0,0.0,1.0,1.0
AL_106,183.0,,,,0.012510975644956259,0.04787024352798244,1.8326863872777008e-33,3.1416411991094984e-08,9.054979690599383e-05,0.006966266973858701,0.5973040713940204
AL_107,183.0,,,,1.0,0.0,1.0,1.0,1.0,1.0,1.0
AL_108,183.0,,,,0.5245901639344263,0.5007650425247435,0.0,0.0,1.0,1.0,1.0
AL_109,183.0,,,,0.012911722137099053,0.05587240840781806,1.2624656789887389e-17,5.820215136429192e-06,0.0002619670078107,0.0066509524726362,0.7225473411850679
AL_110,183.0,,,,1.0,0.0,1.0,1.0,1.0,1.0,1.0
AL_111,183.0,,,,0.5792349726775956,0.49503631177821966,0.0,0.0,1.0,1.0,1.0
AL_112,183.0,,,,0.013014417790991814,0.05249636406731003,2.7414765212427302e-09,1.8195532195557363e-05,0.0004428305218562,0.0100481510483839,0.6723966196584258
AL_113,183.0,,,,1.0,0.0,1.0,1.0,1.0,1.0,1.0
AL_114,183.0,,,,0.5737704918032787,0.49588470368046467,0.0,0.0,1.0,1.0,1.0
AL_115,183.0,,,,0.01109877833691261,0.05090523585909146,5.343721294090626e-16,7.128002889421023e-06,0.0002351773649267,0.00374817032192375,0.6598272512495715
AL_116,183.0,,,,1.0,0.0,1.0,1.0,1.0,1.0,1.0
AL_117,183.0,,,,0.4918032786885246,0.5013043695981535,0.0,0.0,0.0,1.0,1.0
AL_118,183.0,,,,0.012702665702510208,0.04890621779478043,1.4643943858396248e-20,6.7797818029754556e-06,0.000451082449702,0.00903052266151355,0.6201783865149183
AL_119,183.0,,,,1.0,0.0,1.0,1.0,1.0,1.0,1.0
AL_120,183.0,,,,0.5136612021857924,0.5011845692930379,0.0,0.0,1.0,1.0,1.0
AL_121,183.0,,,,0.010642499367460473,0.0518509936107708,5.821162379338976e-10,8.399306970564289e-06,0.0002193737102722,0.0031928933173998,0.6683421922837255
AL_122,183.0,,,,1.0,0.0,1.0,1.0,1.0,1.0,1.0
AL_123,183.0,,,,0.6014055012620149,0.48863649387512126,0.0,0.0,1.0,1.0,1.0
AL_124,183.0,,,,0.011472176731331716,0.0335314868843125,3.6603719313880844e-29,2.8995291302194755e-06,0.0002472639942532,0.0059950787056207,0.3726666137717519
AL_125,183.0,,,,1.0,0.0,1.0,1.0,1.0,1.0,1.0
AL_126,183.0,,,,0.546448087431694,0.4992037134928018,0.0,0.0,1.0,1.0,1.0
AL_127,183.0,,,,0.015126212525538639,0.05054922032351977,6.3696031180172565e-28,8.351388994012476e-06,0.0006285177735885,0.009631803547557851,0.6237624748076103
AL_128,183.0,,,,1.0,0.0,1.0,1.0,1.0,1.0,1.0
AL_129,183.0,,,,0.44191219848143165,0.48758296641365784,0.0,0.0,0.0,1.0,1.0
AL_130,183.0,,,,0.01178058586148558,0.05083970714611751,4.90434962531046e-16,3.3019036048706987e-06,0.0003070758075121,0.00553199828302685,0.6540305058947141
AL_131,183.0,,,,1.0,0.0,1.0,1.0,1.0,1.0,1.0
AL_132,183.0,,,,0.546448087431694,0.4992037134928018,0.0,0.0,1.0,1.0,1.0
AL_133,183.0,,,,0.011774617975074808,0.05508658744640492,1.8161915691689602e-12,9.306146339607179e-06,0.0003237687229884,0.00447952188774235,0.7122471458742253
AL_134,183.0,,,,1.0,0.0,1.0,1.0,1.0,1.0,1.0
AL_135,183.0,,,,0.4918032786885246,0.5013043695981535,0.0,0.0,0.0,1.0,1.0
AL_136,183.0,,,,0.009698384272610333,0.03146538445821445,1.5765714471947122e-24,5.880081091534728e-06,0.0004133828775278,0.0057930148983291,0.3529086081160045
AL_137,183.0,,,,1.0,0.0,1.0,1.0,1.0,1.0,1.0
AL_138,183.0,,,,0.48633879781420764,0.5011845692930379,0.0,0.0,0.0,1.0,1.0
AL_139,183.0,,,,0.011799165001805122,0.05054992381646203,8.890553860688825e-29,6.342525528421769e-06,0.0003262633946563,0.0062199015965714,0.6458634443637651
AL_140,183.0,,,,1.0,0.0,1.0,1.0,1.0,1.0,1.0
AL_141,183.0,,,,0.5243000118306848,0.4987913750850698,0.0,0.0,1.0,1.0,1.0
AL_142,183.0,,,,0.012354375000813309,0.039998745760366564,1.4505011007683309e-21,2.122704606276433e-06,0.0003107764580078,0.00653271550524065,0.4727716843506779
AL_143,183.0,,,,1.0,0.0,1.0,1.0,1.0,1.0,1.0
AL_144,183.0,,,,0.5573770491803278,0.498059647028183,0.0,0.0,1.0,1.0,1.0
AL_145,183.0,,,,0.012017334334238907,0.052639571950696296,5.868180520343205e-12,4.8543617118397995e-06,0.0002060867593595,0.0061618345720582,0.6728403114471939
AL_146,183.0,,,,1.0,0.0,1.0,1.0,1.0,1.0,1.0
AL_147,183.0,,,,0.5282206099725734,0.49934724596555985,0.0,0.0,1.0,1.0,1.0
AL_148,183.0,,,,0.013438418755543467,0.05172917075759284,1.0475555148400463e-16,6.833783119979018e-06,0.0003347985091363,0.006049422620760201,0.6498430476212607
AL_149,183.0,,,,1.0,0.0,1.0,1.0,1.0,1.0,1.0
AL_150,183.0,,,,0.5875555551932609,0.49097873751311527,0.0,0.0,1.0,1.0,1.0
AL_151,183.0,,,,0.009915685716022965,0.04632170751008584,1.3439926488943467e-27,4.2979525505669575e-06,0.0003378126726853,0.0051723041179783,0.5980500164972326
AL_152,183.0,,,,1.0,0.0,1.0,1.0,1.0,1.0,1.0
AL_153,183.0,,,,0.4808743169398907,0.5010048151228854,0.0,0.0,0.0,1.0,1.0
AL_154,183.0,,,,0.015499703955824739,0.05265638270592597,3.498825096670583e-38,1.5542307422723321e-06,0.0002437093550268,0.007289432452745799,0.6460690277710707
AL_155,183.0,,,,1.0,0.0,1.0,1.0,1.0,1.0,1.0
AL_156,183.0,,,,0.4972677595628415,0.5013642590159167,0.0,0.0,0.0,1.0,1.0
AL_157,183.0,,,,0.010552266975023,0.032008005820311825,7.187522691454313e-27,6.63257880698334e-06,0.0002523284614649,0.0051192431707425,0.3626901734913517
AL_158,183.0,,,,1.0,0.0,1.0,1.0,1.0,1.0,1.0
AL_159,183.0,,,,0.5683371136823476,0.49436452501444944,0.0,0.0,1.0,1.0,1.0
AL_160,183.0,,,,0.010567209485110158,0.050539015113007825,1.1138956250202069e-15,8.879597575358645e-06,0.0001782773810101,0.0043360876324440994,0.6542103580578238
AL_161,183.0,,,,1.0,0.0,1.0,1.0,1.0,1.0,1.0
AL_162,183.0,,,,0.5245901639344263,0.5007650425247435,0.0,0.0,1.0,1.0,1.0
AL_163,183.0,,,,0.008794977021907133,0.037177603067937194,8.012904284445351e-23,3.7654379147444654e-06,0.0001113436400115,0.0039665304014675,0.4653712994574396
AL_164,183.0,,,,1.0,0.0,1.0,1.0,1.0,1.0,1.0
AL_165,183.0,,,,0.5519125683060109,0.49866211446390163,0.0,0.0,1.0,1.0,1.0
AL_166,183.0,,,,0.011111430757275696,0.042546820686365984,3.1543521670138306e-25,6.623228180372359e-06,0.0001214874861771,0.00521661584309705,0.5240623575766972
AL_167,183.0,,,,1.0,0.0,1.0,1.0,1.0,1.0,1.0
AL_168,183.0,,,,0.49687675858334046,0.5009978042748195,0.0,0.0,0.0,1.0,1.0
AL_169,183.0,,,,0.009905777349836106,0.04218963730372602,1.3868313440216713e-21,3.4351021541068184e-06,0.0001449766621364,0.00446840932442755,0.5274698269801047
AL_170,183.0,,,,1.0,0.0,1.0,1.0,1.0,1.0,1.0
AL_171,183.0,,,,0.5027322404371585,0.5013642590159166,0.0,0.0,1.0,1.0,1.0
AL_172,183.0,,,,0.012177028180485388,0.05027420837722467,1.712902966348728e-36,6.353050424955751e-06,0.0002239829407058,0.00606224939498805,0.640502069508715
AL_173,183.0,,,,1.0,0.0,1.0,1.0,1.0,1.0,1.0
AL_174,183.0,,,,0.5078962125103982,0.49777338622743106,0.0,0.0,0.8075817909366545,1.0,1.0
AL_175,183.0,,,,0.00919883989175157,0.029672939408322056,1.5603035289238794e-22,5.5699174589529225e-06,0.0002050716726421,0.00448303715274515,0.342715785221855
AL_176,183.0,,,,1.0,0.0,1.0,1.0,1.0,1.0,1.0
AL_177,183.0,,,,0.5519125683060109,0.4986621144639016,0.0,0.0,1.0,1.0,1.0
AL_178,183.0,,,,0.013695902002236596,0.05035367710874774,3.707621461601021e-16,1.1952838020687447e-05,0.0005102342460283,0.01079319851537165,0.6378341281172839
AL_179,183.0,,,,1.0,0.0,1.0,1.0,1.0,1.0,1.0
AL_180,183.0,,,,0.5300546448087432,0.5004651652342273,0.0,0.0,1.0,1.0,1.0
AL_181,183.0,,,,0.011867889051082391,0.034824178344464295,7.7192260238040365e-28,9.919945416358177e-06,0.0003292207678375,0.0071181221587821,0.4013078216215412
AL_182,183.0,,,,1.0,0.0,1.0,1.0,1.0,1.0,1.0
AL_183,104.0,,,,0.5576923076923077,0.4990655943992427,0.0,0.0,1.0,1.0,1.0
AL_184,104.0,,,,0.01707673614848059,0.05740699171856814,3.4002039896935904e-06,6.0518341924088725e-05,0.00073664689472,0.014136443407476326,0.559410080319499
AL_185,104.0,,,,264690.0,0.0,264690.0,264690.0,264690.0,264690.0,264690.0
CAT_5,365,5,G/G,96,,,,,,,
AL_186,287.0,,,,0.013557543720194106,0.04430603029104513,1.4630410066146586e-22,4.8551499482109064e-05,0.0006021672550082,0.01226338817512645,0.672840000000384
AL_187,117.0,,,,0.5299145299145299,0.5012510138032498,0.0,0.0,1.0,1.0,1.0
AL_188,117.0,,,,0.013960339014368302,0.059269873178183045,3.689830073530356e-19,2.088798444575832e-05,0.0006616083171834,0.0061473926846573,0.6165534972355432
AL_189,117.0,,,,0.5811965811965812,0.4954850677891354,0.0,0.0,1.0,1.0,1.0
AL_190,117.0,,,,0.009831977869797417,0.03448744521631441,1.3041321050235773e-23,1.6607566609510494e-06,0.0002336253934266,0.0047594959259874,0.3352594522666806
AL_191,117.0,,,,1.0,0.0,1.0,1.0,1.0,1.0,1.0
AL_192,117.0,,,,0.5424441409001597,0.4940908440665334,0.0,0.0,1.0,1.0,1.0
AL_193,117.0,,,,0.49572649572649574,0.5021322058350293,0.0,0.0,0.0,1.0,1.0
AL_194,117.0,,,,0.013080340393320792,0.06114188318327405,3.8888940171467096e-26,5.070660013730107e-05,0.000587685592685,0.0050502785043874,0.6453496868184603
AL_195,117.0,,,,1.0,0.0,1.0,1.0,1.0,1.0,1.0
AL_196,117.0,,,,0.44464686211810645,0.4941299496657386,0.0,0.0,0.0,1.0,1.0
AL_197,117.0,,,,1.0,0.0,1.0,1.0,1.0,1.0,1.0
AL_198,117.0,,,,0.512855971664465,0.4963411896156247,0.0,0.0,1.0,1.0,1.0
AL_199,117.0,,,,0.01692197855693638,0.06483981917621015,3.530123744214408e-19,9.05955049798138e-08,0.0004577283861944,0.0131725215727056,0.6737751487128686
AL_200,117.0,,,,1.0,0.0,1.0,1.0,1.0,1.0,1.0
AL_201,117.0,,,,0.4462471139708833,0.4869628585279354,0.0,0.0,0.0,1.0,1.0
AL_202,117.0,,,,0.49572649572649574,0.5021322058350293,0.0,0.0,0.0,1.0,1.0
AL_203,117.0,,,,0.012089497385168286,0.051458977230254964,7.359987963719167e-29,8.401945139607999e-08,7.757524200121601e-05,0.0049998893058936,0.5285296692640884
AL_204,117.0,,,,1.0,0.0,1.0,1.0,1.0,1.0,1.0
AL_205,117.0,,,,0.5128205128205128,0.5019854479169933,0.0,0.0,1.0,1.0,1.0
AL_206,117.0,,,,0.48905093183287124,0.5005596680214829,0.0,0.0,0.0,1.0,1.0
AL_207,117.0,,,,0.01644627273939244,0.0635646062769548,5.795318041047209e-15,2.135982167986984e-06,0.0008736857131079,0.0144510635243427,0.6593589000066475
AL_208,117.0,,,,1.0,0.0,1.0,1.0,1.0,1.0,1.0
AL_209,117.0,,,,0.5641025641025641,0.49800663658185884,0.0,0.0,1.0,1.0,1.0
AL_210,117.0,,,,0.5641025641025641,0.49800663658185884,0.0,0.0,1.0,1.0,1.0
AL_211,117.0,,,,0.011558396383412668,0.06218515292740513,1.1103191218261938e-22,2.1199458197717305e-05,0.0002801246483126,0.0031251075503129,0.663656177322647
AL_212,117.0,,,,1.0,0.0,1.0,1.0,1.0,1.0,1.0
AL_213,117.0,,,,0.48586987305295953,0.500834585584754,0.0,0.0,0.0,1.0,1.0
AL_214,88.0,,,,0.5795454545454546,0.4964608284970476,0.0,0.0,1.0,1.0,1.0
AL_215,88.0,,,,0.018981439802245745,0.07264716108745677,2.106985534517934e-05,0.000101519025679125,0.00094000584130205,0.012190080703740225,0.663654600019012
AL_216,88.0,,,,1.0,0.0,1.0,1.0,1.0,1.0,1.0
AL_217,88.0,,,,0.5113636363636364,0.502735463945467,0.0,0.0,1.0,1.0,1.0
AL_218,117.0,,,,0.5700620999975367,0.4953629469382403,0.0,0.0,1.0,1.0,1.0
AL_219,117.0,,,,0.01121154704425828,0.0437238031390323,4.5155034501216315e-31,7.641366780990628e-08,0.000236705597162,0.0072260662226386,0.4497515738991137
AL_220,117.0,,,,1.0,0.0,1.0,1.0,1.0,1.0,1.0
AL_221,117.0,,,,0.4195855790086169,0.4948901287260145,0.0,0.0,0.0,1.0,1.0
AL_222,117.0,,,,0.47863247863247865,0.5016918032893989,0.0,0.0,0.0,1.0,1.0
CAT_6,4,1,segdup,4,,,,,,,
AL_223,117.0,,,,0.6410256410256411,0.4817628988581213,0.0,0.0,1.0,1.0,1.0
AL_224,117.0,,,,0.01287703836920759,0.05711167530293824,7.7920835473144e-07,4.580220271635551e-05,0.000942354,0.0072358723607169,0.6001191000000082
