kolon,aykiri_sayisi,aykiri_yuzdesi,min,max,ortalama,medyan,std
AL_296,31,15.66,5.575554030518337e-07,0.6453795737897682,0.012410060104934346,0.0005096040860018,0.048808557108354564
EK_4,57,15.62,0.0,1.0,0.8586164251146705,0.986905232899954,0.3075481607976887
EK_5,57,15.62,0.0,1.0,0.8690980497160541,0.9720718981624492,0.2547732680192573
AL_17,19,15.57,4.226969318916427e-24,0.3491592505089087,0.012192548426253792,0.0007473850893843499,0.03606812899120622
AL_287,17,15.45,1.0049735722767524e-05,0.6665697968880046,0.01920751668801052,0.003097413092283,0.06667339371459628
AL_30,6,15.38,1.4119197378350943e-14,0.3015015430580734,0.025682739077140193,0.0016235582496835,0.05413652439427848
AL_271,18,15.38,3.0468045663711753e-31,0.6436854000000055,0.015268365968983092,0.00029795103127,0.0623377301270432
AL_283,18,15.38,2.0343869126975303e-16,0.6629832000675275,0.013880592594370796,0.0005241937743125,0.062255744566239134
AL_226,18,15.38,8.861786707226367e-26,0.3413034896475529,0.011782521628626239,0.0008588028125713,0.035570643565766676
AL_203,18,15.38,7.359987963719167e-29,0.5285296692640884,0.012089497385168286,7.757524200121601e-05,0.051458977230254964
AL_184,16,15.38,3.4002039896935904e-06,0.559410080319499,0.01707673614848059,0.00073664689472,0.05740699171856814
AL_38,6,15.38,7.15599374219024e-22,0.4575847216942831,0.023086432474206473,0.0012562711068471,0.0761100558325135
AL_145,28,15.3,5.868180520343205e-12,0.6728403114471939,0.012017334334238903,0.0002060867593595,0.0526395719506963
AL_43,37,15.29,1.3401666338915368e-29,0.3067645126725959,0.009420425331844905,0.00027208998240809996,0.026902598459876012
AL_327,30,15.15,1.1950761054463106e-08,0.7479450107488279,0.013441672085236032,0.00042939406891145,0.05601304423088574
AL_49,36,14.88,3.0889569344074158e-28,0.5419644766592181,0.009663990276339065,0.00013095973005635,0.038370232710554474
AL_178,27,14.75,3.707621461601021e-16,0.6378341281172839,0.013695902002236596,0.0005102342460283,0.05035367710874774
AL_298,29,14.65,7.074122892231598e-30,0.3435804000004673,0.008330445258541114,0.00017247953528285001,0.02810246491169211
AL_219,17,14.53,4.5155034501216315e-31,0.4497515738991137,0.011211547044258278,0.000236705597162,0.0437238031390323
AL_186,41,14.29,1.4630410066146586e-22,0.672840000000384,0.013557543720194104,0.0006021672550082,0.044306030291045136
AL_118,26,14.21,1.4643943858396248e-20,0.6201783865149183,0.012702665702510205,0.000451082449702,0.04890621779478043
AL_8,30,13.95,2.051991347488103e-26,0.3384515580481493,0.010745700191375057,0.0003134129621452,0.028957212254700757
AL_20,17,13.93,1.907916186714259e-27,0.6488508286840476,0.01444960726517615,0.0007167536364217,0.060320722247691326
AL_251,15,13.89,8.772620169895352e-06,0.6647569339859238,0.01728126579241691,0.0022296494833215497,0.06575394283161569
AL_199,16,13.68,3.530123744214408e-19,0.6737751487128686,0.016921978556936376,0.0004577283861944,0.06483981917621015
AL_88,19,13.67,2.2275140155752096e-18,0.6672601222418283,0.01287405678268534,0.0001873287158006,0.05904365516569869
AL_151,25,13.66,1.3439926488943467e-27,0.5980500164972326,0.009915685716022965,0.0003378126726853,0.04632170751008584
AL_315,27,13.64,1.4358782004006367e-35,0.5413401000000001,0.012678181041843447,0.00038426802227220004,0.04400310980653417
AL_306,27,13.64,1.9585433617342793e-34,0.6395188140574927,0.013634399828997005,0.00018225967826895,0.04984077752148163
AL_5,6,13.33,6.359162242399417e-11,0.6432300258288657,0.021057366006890215,0.0009924490148887,0.09572635997042166
AL_6,6,13.33,1.2057916436009608e-25,0.4573800756568887,0.021603421775955173,0.0012649706685336,0.07050751827998221
AL_94,18,12.95,3.504605674576051e-06,0.6674324086273306,0.017550983930714154,0.0007605188434451,0.06098303185893064
AL_262,15,12.82,2.746124675243214e-16,0.3427440916308354,0.009658244420881762,0.0002566834519249,0.034397920895232394
AL_188,15,12.82,3.689830073530356e-19,0.6165534972355432,0.013960339014368302,0.0006616083171834,0.05926987317818305
AL_32,5,12.82,2.60990133740949e-14,0.6146974067392627,0.029283729281475514,0.0045470504961696,0.09861051429875077
AL_224,15,12.82,7.7920835473144e-07,0.6001191000000082,0.012877038369207588,0.000942354,0.05711167530293824
AL_112,23,12.57,2.7414765212427302e-09,0.6723966196584258,0.013014417790991814,0.0004428305218562,0.05249636406731003
AL_9,27,12.56,3.504718027892914e-24,0.6488956540229464,0.00938250620222345,0.0002214900562464,0.04629687231320719
EK_6,44,12.09,0.0,1.0,0.8812199594121318,0.9858115521381401,0.286132204327262
AL_291,14,11.97,7.33782173819282e-23,0.4579619300061406,0.010265999749204816,0.0004119463349596,0.0444188250571561
AL_46,28,11.57,1.1904089115950296e-35,0.1719585558704864,0.010475029174340424,0.00031577724006605,0.02362784489777318
AL_82,16,11.51,7.548050842555337e-29,0.6319087362920017,0.013431990263291288,0.0006483357225197,0.05628021571772446
AL_91,16,11.51,1.5030464336514632e-22,0.6139151990178887,0.012991137622693877,0.0008234451363281,0.054199797838157523
AL_23,14,11.48,2.5560417413043186e-23,0.6764582529698601,0.012837086711188517,0.00029017805496010004,0.06247539305324684
AL_260,13,11.11,1.6113822671923201e-10,0.5927058105824623,0.01598808458423364,0.0009155262342937,0.05719441201969431
AL_207,13,11.11,5.795318041047209e-15,0.6593589000066475,0.016446272739392448,0.0008736857131079,0.0635646062769548
EK_2,40,10.96,-8.57583034845228,6.17,4.404692965211168,5.215234681419561,2.3481296205325917
AL_24,13,10.66,8.760310713862864e-23,0.5869067025342959,0.0129597638058655,0.0010795434436135002,0.05429859688214103
AL_34,4,10.26,4.045725354998496e-25,0.5276786645285113,0.028570740241831302,0.0036122280346564,0.08547123932406091
AL_4,4,8.89,4.999801335765212e-13,0.6136887900656858,0.022766486718867985,0.0011004352907735,0.09179057884586825
EK_8,31,8.49,-2.650379538211759,0.756,0.5560529598692543,0.6395259054097558,0.3445941834972758
EK_3,19,7.34,-11.310336821583435,6.5,3.432603389607437,4.053058331474163,2.7492497994008893
AL_1,3,6.67,0.0001800000000103,0.48861,0.022303280464616514,0.0055800000000032,0.07286172031469267
AL_36,2,5.13,9.809734771451072e-15,0.6432406455243275,0.02582477482727418,0.0020248321272406,0.1024894162424067
AL_28,2,5.13,0.0001797129913575,0.5558860388339301,0.024268708919392406,0.0028767126926202,0.08860020365879474
EK_1,14,3.84,1.87,6.17,5.428462897139868,5.520249290150531,0.5692812754131779
EK_9,3,0.82,-6.796900766113861,11.934,7.351058401832962,7.867681923792894,3.9265982521354723
AL_98,0,0.0,0.0,1.0,0.5755395683453237,1.0,0.49604840323353216
AL_96,0,0.0,0.0,1.0,0.52561033049676,1.0,0.5007427514046914
AL_95,0,0.0,0.0,1.0,0.9424460431654677,1.0,0.23374035429720652
AL_93,0,0.0,0.0,1.0,0.6115107913669064,1.0,0.48916953237547584
AL_92,0,0.0,0.0,1.0,0.7482014388489209,1.0,0.4356159254327926
AL_113,0,0.0,1.0,1.0,1.0,1.0,0.0
AL_111,0,0.0,0.0,1.0,0.5792349726775956,1.0,0.4950363117782197
AL_110,0,0.0,1.0,1.0,1.0,1.0,0.0
AL_63,0,0.0,0.0,1.0,0.5468523748491035,1.0,0.4958886641137381
AL_62,0,0.0,0.0,1.0,0.9917355371900827,1.0,0.09072028677816621
AL_60,0,0.0,0.0,1.0,0.4943743800963614,0.17827499340505035,0.4982837510822363
AL_59,0,0.0,0.0,1.0,0.9917355371900827,1.0,0.0907202867781662
AL_57,0,0.0,0.0,1.0,0.4883299988757349,0.0,0.4970194140048032
AL_56,0,0.0,0.0,1.0,0.9669421487603306,1.0,0.17915821133606913
AL_54,0,0.0,0.0,1.0,0.5165289256198347,1.0,0.5007624240934049
AL_53,0,0.0,0.0,1.0,0.871900826446281,1.0,0.3348928460561126
AL_51,0,0.0,0.0,1.0,0.47866871509925785,0.0,0.4960112678877348
AL_50,0,0.0,0.0,1.0,0.8744212581598283,1.0,0.3305709782824535
AL_108,0,0.0,0.0,1.0,0.5245901639344263,1.0,0.5007650425247435
AL_135,0,0.0,0.0,1.0,0.4918032786885246,0.0,0.5013043695981535
AL_134,0,0.0,1.0,1.0,1.0,1.0,0.0
AL_132,0,0.0,0.0,1.0,0.546448087431694,1.0,0.49920371349280174
AL_131,0,0.0,1.0,1.0,1.0,1.0,0.0
AL_129,0,0.0,0.0,1.0,0.44191219848143165,0.0,0.48758296641365784
AL_128,0,0.0,1.0,1.0,1.0,1.0,0.0
AL_126,0,0.0,0.0,1.0,0.546448087431694,1.0,0.49920371349280174
AL_125,0,0.0,1.0,1.0,1.0,1.0,0.0
AL_123,0,0.0,0.0,1.0,0.6014055012620149,1.0,0.4886364938751212
AL_122,0,0.0,1.0,1.0,1.0,1.0,0.0
AL_120,0,0.0,0.0,1.0,0.5136612021857924,1.0,0.5011845692930379
AL_119,0,0.0,1.0,1.0,1.0,1.0,0.0
AL_117,0,0.0,0.0,1.0,0.4918032786885246,0.0,0.5013043695981535
AL_116,0,0.0,1.0,1.0,1.0,1.0,0.0
AL_114,0,0.0,0.0,1.0,0.5737704918032787,1.0,0.49588470368046467
AL_155,0,0.0,1.0,1.0,1.0,1.0,0.0
AL_153,0,0.0,0.0,1.0,0.4808743169398907,0.0,0.5010048151228854
AL_152,0,0.0,1.0,1.0,1.0,1.0,0.0
AL_150,0,0.0,0.0,1.0,0.5875555551932609,1.0,0.4909787375131154
AL_149,0,0.0,1.0,1.0,1.0,1.0,0.0
AL_147,0,0.0,0.0,1.0,0.5282206099725734,1.0,0.49934724596555985
AL_146,0,0.0,1.0,1.0,1.0,1.0,0.0
AL_144,0,0.0,0.0,1.0,0.5573770491803278,1.0,0.49805964702818306
AL_143,0,0.0,1.0,1.0,1.0,1.0,0.0
AL_141,0,0.0,0.0,1.0,0.5243000118306848,1.0,0.4987913750850699
AL_140,0,0.0,1.0,1.0,1.0,1.0,0.0
AL_138,0,0.0,0.0,1.0,0.48633879781420764,0.0,0.5011845692930379
AL_137,0,0.0,1.0,1.0,1.0,1.0,0.0
AL_177,0,0.0,0.0,1.0,0.5519125683060109,1.0,0.4986621144639016
AL_176,0,0.0,1.0,1.0,1.0,1.0,0.0
AL_174,0,0.0,0.0,1.0,0.5078962125103982,0.8075817909366545,0.49777338622743106
AL_173,0,0.0,1.0,1.0,1.0,1.0,0.0
AL_171,0,0.0,0.0,1.0,0.5027322404371585,1.0,0.5013642590159166
AL_170,0,0.0,1.0,1.0,1.0,1.0,0.0
AL_168,0,0.0,0.0,1.0,0.49687675858334046,0.0,0.5009978042748194
AL_167,0,0.0,1.0,1.0,1.0,1.0,0.0
AL_165,0,0.0,0.0,1.0,0.5519125683060109,1.0,0.4986621144639016
AL_164,0,0.0,1.0,1.0,1.0,1.0,0.0
AL_162,0,0.0,0.0,1.0,0.5245901639344263,1.0,0.5007650425247435
AL_161,0,0.0,1.0,1.0,1.0,1.0,0.0
AL_159,0,0.0,0.0,1.0,0.5683371136823476,1.0,0.49436452501444944
AL_158,0,0.0,1.0,1.0,1.0,1.0,0.0
AL_156,0,0.0,0.0,1.0,0.4972677595628415,0.0,0.5013642590159166
AL_37,0,0.0,0.0,1.0,0.48914565997012627,0.5342733680339927,0.4933339372295818
AL_35,0,0.0,0.0,1.0,0.594350352262462,1.0,0.49352218930254016
AL_33,0,0.0,0.0,1.0,0.6410256410256411,1.0,0.4859705149805895
AL_189,0,0.0,0.0,1.0,0.5811965811965812,1.0,0.49548506778913537
AL_187,0,0.0,0.0,1.0,0.5299145299145299,1.0,0.5012510138032499
AL_185,0,0.0,264690.0,264690.0,264690.0,264690.0,0.0
AL_183,0,0.0,0.0,1.0,0.5576923076923077,1.0,0.49906559439924264
AL_182,0,0.0,1.0,1.0,1.0,1.0,0.0
AL_180,0,0.0,0.0,1.0,0.5300546448087432,1.0,0.5004651652342273
AL_179,0,0.0,1.0,1.0,1.0,1.0,0.0
AL_196,0,0.0,0.0,1.0,0.44464686211810633,0.0,0.49412994966573853
AL_195,0,0.0,1.0,1.0,1.0,1.0,0.0
AL_81,0,0.0,0.0,1.0,0.6115107913669064,1.0,0.48916953237547584
AL_192,0,0.0,0.0,1.0,0.5424441409001597,1.0,0.4940908440665335
AL_191,0,0.0,1.0,1.0,1.0,1.0,0.0
AL_48,0,0.0,0.0,1.0,0.42384711550916027,0.0,0.49186398325534475
AL_47,0,0.0,1.0,1.0,1.0,1.0,0.0
AL_318,0,0.0,0.0,1.0,0.5189914387763053,1.0,0.499981446505989
AL_45,0,0.0,0.0,1.0,0.4604553128041116,0.3580069442364102,0.4603320265200242
AL_44,0,0.0,1.0,1.0,1.0,1.0,0.0
AL_320,0,0.0,1.0,1.0,1.0,1.0,0.0
AL_42,0,0.0,0.0,1.0,0.5330578512396694,1.0,0.49993998473876033
AL_41,0,0.0,0.0,1.0,0.9958677685950413,1.0,0.06428243465332252
AL_321,0,0.0,0.0,1.0,0.5207560055731786,1.0,0.5003401983057162
AL_39,0,0.0,0.0,1.0,0.5479207626620316,1.0,0.4957389296152678
AL_322,0,0.0,0.0,1.0,0.5303030303030303,1.0,0.5003459808971265
AL_213,0,0.0,0.0,1.0,0.48586987305295953,0.0,0.500834585584754
AL_212,0,0.0,1.0,1.0,1.0,1.0,0.0
AL_210,0,0.0,0.0,1.0,0.5641025641025641,1.0,0.49800663658185884
AL_209,0,0.0,0.0,1.0,0.5641025641025641,1.0,0.49800663658185884
AL_208,0,0.0,1.0,1.0,1.0,1.0,0.0
AL_71,0,0.0,0.0,1.0,0.9380165289256198,1.0,0.24162527084287638
AL_206,0,0.0,0.0,1.0,0.48905093183287124,0.0,0.5005596680214828
AL_205,0,0.0,0.0,1.0,0.5128205128205128,1.0,0.5019854479169934
AL_204,0,0.0,1.0,1.0,1.0,1.0,0.0
AL_69,0,0.0,0.0,1.0,0.518503491605752,1.0,0.49748177833097096
AL_202,0,0.0,0.0,1.0,0.49572649572649574,0.0,0.5021322058350293
AL_201,0,0.0,0.0,1.0,0.44624711397088324,0.0,0.4869628585279355
AL_200,0,0.0,1.0,1.0,1.0,1.0,0.0
AL_68,0,0.0,0.0,1.0,0.9256198347107438,1.0,0.26293237084495097
AL_198,0,0.0,0.0,1.0,0.512855971664465,1.0,0.4963411896156246
AL_197,0,0.0,1.0,1.0,1.0,1.0,0.0
AL_229,0,0.0,0.0,1.0,0.5384615384615384,1.0,0.5006626908143593
AL_228,0,0.0,0.0,1.0,0.5299145299145299,1.0,0.5012510138032499
AL_227,0,0.0,1.0,1.0,1.0,1.0,0.0
AL_66,0,0.0,0.0,1.0,0.4840054945312912,0.28141136766689334,0.485643261776574
AL_225,0,0.0,0.0,1.0,0.5700382403922143,1.0,0.49370884895509254
AL_193,0,0.0,0.0,1.0,0.49572649572649574,0.0,0.5021322058350293
AL_223,0,0.0,0.0,1.0,0.6410256410256411,1.0,0.4817628988581213
AL_222,0,0.0,0.0,1.0,0.47863247863247865,0.0,0.501691803289399
AL_221,0,0.0,0.0,1.0,0.4195855790086169,0.0,0.4948901287260145
AL_220,0,0.0,1.0,1.0,1.0,1.0,0.0
AL_65,0,0.0,0.0,1.0,0.9421487603305785,1.0,0.23394579154197145
AL_218,0,0.0,0.0,1.0,0.5700620999975367,1.0,0.4953629469382403
AL_217,0,0.0,0.0,1.0,0.5113636363636364,1.0,0.502735463945467
AL_216,0,0.0,1.0,1.0,1.0,1.0,0.0
AL_333,0,0.0,0.0,1.0,0.5954558660229889,1.0,0.4915843464168289
AL_214,0,0.0,0.0,1.0,0.5795454545454546,1.0,0.49646082849704765
AL_250,0,0.0,0.0,1.0,0.6111111111111112,1.0,0.4897707518912289
AL_249,0,0.0,0.0,1.0,0.49572649572649574,0.0,0.5021322058350293
AL_248,0,0.0,1.0,1.0,1.0,1.0,0.0
AL_246,0,0.0,0.0,1.0,0.4358974358974359,0.0,0.4980066365818589
AL_245,0,0.0,0.0,1.0,0.478590785921166,0.0,0.49766193037881945
AL_244,0,0.0,1.0,1.0,1.0,1.0,0.0
AL_242,0,0.0,0.0,1.0,0.48717948717948717,0.0,0.5019854479169933
AL_241,0,0.0,0.0,1.0,0.4444444444444444,0.0,0.499041226346952
AL_240,0,0.0,1.0,1.0,1.0,1.0,0.0
AL_238,0,0.0,0.0,1.0,0.5128205128205128,1.0,0.5019854479169934
AL_237,0,0.0,0.0,1.0,0.43910289756834064,0.0,0.49160886048316865
AL_236,0,0.0,1.0,1.0,1.0,1.0,0.0
AL_234,0,0.0,0.0,1.0,0.5811965811965812,1.0,0.49548506778913537
AL_233,0,0.0,1.0,1.0,1.0,1.0,0.0
AL_232,0,0.0,0.0,1.0,0.5641025641025641,1.0,0.4980066365818589
AL_231,0,0.0,1.0,1.0,1.0,1.0,0.0
AL_268,0,0.0,0.0,1.0,0.5666986916676803,1.0,0.4958275523998978
AL_267,0,0.0,1.0,1.0,1.0,1.0,0.0
AL_265,0,0.0,0.0,1.0,0.5384615384615384,1.0,0.5006626908143594
AL_264,0,0.0,0.0,1.0,0.46150233964429144,0.0,0.5006236578343912
AL_263,0,0.0,1.0,1.0,1.0,1.0,0.0
AL_332,0,0.0,1.0,1.0,1.0,1.0,0.0
AL_261,0,0.0,0.0,1.0,0.6035772808073824,1.0,0.48918340258787124
AL_330,0,0.0,0.0,1.0,0.47474747474747475,0.0,0.5006277144706722
AL_259,0,0.0,0.0,1.0,0.5436684149484622,1.0,0.49817611109490634
AL_329,0,0.0,0.0,1.0,0.45454545454545453,0.0,0.4991917787118982
AL_257,0,0.0,0.0,1.0,0.5128205128205128,1.0,0.5019854479169934
AL_256,0,0.0,1.0,1.0,1.0,1.0,0.0
AL_254,0,0.0,0.0,1.0,0.5726495726495726,1.0,0.4968216101871513
AL_253,0,0.0,0.0,1.0,0.4444444444444444,0.0,0.49922057629931793
AL_252,0,0.0,1.0,1.0,1.0,1.0,0.0
AL_328,0,0.0,0.0,1.0,0.9090909090909091,1.0,0.2882085078165625
AL_286,0,0.0,0.0,1.0,0.5454545454545454,1.0,0.5002084636321551
AL_285,0,0.0,0.0,1.0,0.5517653676111636,1.0,0.49731761726487683
AL_284,0,0.0,1.0,1.0,1.0,1.0,0.0
AL_326,0,0.0,0.0,1.0,0.5050505050505051,1.0,0.5012418562445881
AL_282,0,0.0,0.0,1.0,0.5641025641025641,1.0,0.49800663658185884
AL_281,0,0.0,0.0,1.0,0.5384615384615384,1.0,0.5006626908143594
AL_280,0,0.0,1.0,1.0,1.0,1.0,0.0
AL_278,0,0.0,0.0,1.0,0.606939478936261,1.0,0.49042737278854753
AL_277,0,0.0,0.0,1.0,0.47863247863247865,0.0,0.501691803289399
AL_276,0,0.0,1.0,1.0,1.0,1.0,0.0
AL_274,0,0.0,0.0,1.0,0.4700854700854701,0.0,0.5012510138032499
AL_273,0,0.0,0.0,1.0,0.4856708154445476,0.0800999856927399,0.4955716132256391
AL_272,0,0.0,1.0,1.0,1.0,1.0,0.0
AL_325,0,0.0,0.0,1.0,0.5858585858585859,1.0,0.4938217481914122
AL_270,0,0.0,0.0,1.0,0.5641025641025641,1.0,0.49800663658185884
AL_269,0,0.0,1.0,1.0,1.0,1.0,0.0
AL_324,0,0.0,1.0,1.0,1.0,1.0,0.0
AL_301,0,0.0,0.0,1.0,0.47131616140341154,0.1623901024253564,0.4851819725459578
AL_300,0,0.0,0.0,1.0,0.5014409742398908,0.6426564497491878,0.5002318215003316
AL_299,0,0.0,1.0,1.0,1.0,1.0,0.0
AL_309,0,0.0,1.0,1.0,1.0,1.0,0.0
AL_297,0,0.0,0.0,1.0,0.5050505050505051,1.0,0.5012418562445881
