,korelasyon
AL_105,-0.06557388848453255
AL_210,-0.0647790805217759
AL_282,-0.06477908052177585
AL_115,0.06469365740124736
AL_329,0.06459917951652956
AL_9,0.0645768669753486
AL_249,-0.06394522061123592
AL_319,0.06322812921214115
AL_40,-0.06284513506275821
AL_311,0.06132443178423987
AL_109,0.06086110187024485
AL_142,0.05870943897903422
AL_330,-0.05868821233632211
AL_121,0.05761135726188912
AL_213,0.057379825699078894
AL_129,-0.05735429054383698
AL_289,0.05714285714285722
AL_151,0.05703911005178721
AL_221,0.05507949261707771
AL_196,0.05448415079654582
AL_271,0.05418647250363787
AL_43,0.054151246543980514
AL_126,-0.054047825380250235
AL_206,-0.053747841718501714
AL_300,-0.053658023026940366
AL_302,0.05295013204833416
AL_273,0.05239538827975779
AL_306,0.05233571559011997
AL_296,0.05113385026554408
AL_313,0.05088438734708026
AL_205,0.05068838571848348
AL_257,0.05068838571848345
AL_103,0.05018886166555128
AL_323,0.04974568525627991
AL_166,0.049473615885509935
AL_118,0.04833140099393147
AL_78,-0.04832403017511119
AL_14,0.046732313749369474
AL_114,-0.04606677206541395
AL_239,0.04579251730777002
AL_298,0.04560110718521271
AL_85,0.04502528267536611
AL_76,0.04442805812287454
AL_253,0.04335549847620587
AL_51,-0.04294042379956379
AL_130,0.04242240541385062
AL_181,0.04227201989709144
AL_326,-0.04084759941978509
AL_153,0.04021063170147147
AL_42,-0.04005979940829266
AL_214,-0.039872611141444934
AL_217,0.03937496154790786
AL_58,0.03903895567196268
AL_218,-0.03873234419242708
AL_304,0.037393148927637496
AL_12,0.03590078591255731
AL_184,0.03557683319418086
AL_186,-0.03545145218384145
AL_70,0.035258291337882455
AL_94,0.034997434346573375
AL_333,0.0343897479526538
AL_10,0.034063001899809764
AL_61,0.03376863274774924
AL_268,-0.03340699945848529
AL_144,-0.033225478478677496
AL_64,0.03207828260021525
AL_79,0.031998779255720804
AL_160,0.03194335063134717
AL_331,-0.03025723193972866
AL_310,0.02994000988060104
AL_87,-0.02921556504067676
AL_198,-0.028877245153351487
AL_120,-0.028711578436758502
AL_57,-0.027548670103128062
AL_265,-0.024503611372407644
AL_133,0.024354207818238546
AL_228,0.024172692597780095
AL_39,-0.02363503489026403
AL_100,-0.020657706407666312
AL_334,-0.020628037706991502
AL_163,0.02027472642527732
AL_261,-0.020191644709433843
AL_301,-0.018416384572486583
AL_226,0.01788973378609905
AL_175,0.017242380196009172
AL_327,-0.016344821744302195
AL_8,-0.01624576500287488
AL_150,-0.015930959811255262
AL_52,0.015789199179452602
AL_318,-0.014104507115372443
AL_66,0.013780417889487483
AL_325,0.013474945474092222
AL_136,-0.011864039130824136
AL_46,-0.011656089481859191
AL_26,0.011569280835844898
AL_54,-0.011261850127429408
AL_274,0.011179870326473152
AL_321,-0.010698802921016293
AL_90,-0.010307798939284452
AL_111,0.008720451245804835
AL_317,0.00830302028956649
AL_223,-0.007545155531721368
AL_37,0.007535271569889904
AL_202,0.006635824780411304
AL_314,0.0065751366263399075
AL_270,0.006386669910597592
AL_290,-0.006386669910597571
AL_127,-0.006070670754073435
AL_171,-0.005740257632562234
AL_49,-0.005380789761376261
AL_55,-0.004794377323042237
AL_11,-0.0035375022101907967
AL_69,0.003211641557171415
AL_73,-0.0028168821944587904
AL_259,0.002795497668501949
AL_93,0.0025635022085891256
AL_294,-0.0024236745185666885
AL_67,-0.0015478895891519705
AL_169,-0.0013513153367688282
AL_157,0.000631413262843762
